meeting_id,entity_id,entity_legal_name,country_code,committee_name,meeting_type,meeting_date,reporting_year,board_size,members_present,attendance_rate_pct,esg_agenda_flag,decision_made_flag,esg_topics_discussed,linked_kpi_code,linked_kpi_name,linked_erm_risk_id,linked_erm_risk_name,decision_summary,action_owner_function,action_due_date,action_status,minutes_status,data_source,created_from
MTG-000380,ENT-BE-008,Atlas Bank Belgium SA,BE,Board of Directors,full_board,2024-10-14,2024,10,10,100.0,False,False,,,,,,,,,,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000381,ENT-BE-008,Atlas Bank Belgium SA,BE,Board ESG & Sustainability Committee,esg_committee,2024-03-11,2024,8,7,87.5,True,True,Climate risk model validation; IFRS S2 climate disclosure approval; Sovereign bond financed emissions review,FIN-005,Financed emissions data coverage,RISK-011,Supply chain - Scope 3 data gaps,Decision recorded: Climate risk model validation | linked KPI FIN-005 | linked risk RISK-011,Sustainability Office,2024-07-21,completed,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000382,ENT-BE-008,Atlas Bank Belgium SA,BE,Board ESG & Sustainability Committee,esg_committee,2024-06-21,2024,9,9,100.0,True,True,Annual sustainability report sign-off; Transition risk appetite approval,GOV-001,Board meetings with ESG agenda,,,Decision recorded: Annual sustainability report sign-off | linked KPI GOV-001,Credit Risk,2024-10-15,in_progress,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000383,ENT-BE-008,Atlas Bank Belgium SA,BE,Board ESG & Sustainability Committee,esg_committee,2024-09-11,2024,7,5,71.4,True,True,PCAF data quality remediation; Financed emissions methodology review; Green bond framework update,FIN-005,Financed emissions data coverage,RISK-013,Board climate competence gap,Decision recorded: PCAF data quality remediation | linked KPI FIN-005 | linked risk RISK-013,Board Secretariat,2024-11-22,completed,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000384,ENT-BE-008,Atlas Bank Belgium SA,BE,Board ESG & Sustainability Committee,esg_committee,2024-12-13,2024,7,7,100.0,True,False,Annual sustainability report sign-off; Real estate collateral emissions review; Net-zero target progress review,FIN-001,Financed emissions Scope 1 and 2,,,Committee review completed; action items assigned,Board Secretariat,,monitored,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000385,ENT-LU-009,Atlas Asset Management Luxembourg SA,LU,Board of Directors,full_board,2019-01-14,2019,10,8,80.0,True,True,Annual sustainability report sign-off,FIN-012,"Financed emissions Scope 1, 2 and 3",,,Decision recorded: Annual sustainability report sign-off | linked KPI FIN-012,Compliance,2019-05-06,deferred,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000386,ENT-LU-009,Atlas Asset Management Luxembourg SA,LU,Board of Directors,full_board,2019-04-25,2019,12,11,91.7,True,True,PCAF data quality remediation,FIN-004,Average PCAF data quality score,RISK-012,ESG data quality and lineage weakness,Decision recorded: PCAF data quality remediation | linked KPI FIN-004 | linked risk RISK-012,Data Governance,2019-06-22,in_progress,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000387,ENT-LU-009,Atlas Asset Management Luxembourg SA,LU,Board of Directors,full_board,2019-07-19,2019,12,11,91.7,True,True,Climate scenario analysis review,FIN-007,High transition risk exposure,RISK-007,Greenwashing litigation and conduct risk,Decision recorded: Climate scenario analysis review | linked KPI FIN-007 | linked risk RISK-007,Legal,2019-08-29,in_progress,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000388,ENT-LU-009,Atlas Asset Management Luxembourg SA,LU,Board of Directors,full_board,2019-10-11,2019,10,9,90.0,True,False,Project finance emissions methodology review,FIN-010,Real estate exposure,RISK-010,Client transition plan credibility risk,Discussion only; no formal decision recorded for Project finance emissions methodology review,Relationship Banking,,,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000389,ENT-LU-009,Atlas Asset Management Luxembourg SA,LU,Board ESG & Sustainability Committee,esg_committee,2019-03-15,2019,7,7,100.0,True,True,Physical risk exposure review,FIN-009,Project finance exposure,RISK-004,Water stress - agribusiness borrowers,Decision recorded: Physical risk exposure review | linked KPI FIN-009 | linked risk RISK-004,Sector Risk,2019-05-16,in_progress,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000390,ENT-LU-009,Atlas Asset Management Luxembourg SA,LU,Board ESG & Sustainability Committee,esg_committee,2019-06-20,2019,7,7,100.0,True,True,Transition risk appetite approval; Annual sustainability report sign-off,FIN-010,Real estate exposure,RISK-007,Greenwashing litigation and conduct risk,Decision recorded: Transition risk appetite approval | linked KPI FIN-010 | linked risk RISK-007,Legal,2019-10-21,in_progress,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000391,ENT-LU-009,Atlas Asset Management Luxembourg SA,LU,Board ESG & Sustainability Committee,esg_committee,2019-09-06,2019,7,6,85.7,True,True,IFRS S2 climate disclosure approval; ESG remuneration KPI setting; Climate scenario analysis review,ENV-003,Total operational Scope 1 and 2 emissions,RISK-006,Mandatory climate disclosure non-compliance,Decision recorded: IFRS S2 climate disclosure approval | linked KPI ENV-003 | linked risk RISK-006,Compliance,2019-10-24,in_progress,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000392,ENT-LU-009,Atlas Asset Management Luxembourg SA,LU,Board ESG & Sustainability Committee,esg_committee,2019-12-13,2019,7,7,100.0,True,False,Climate scenario analysis review; ESG remuneration KPI setting,FIN-007,High transition risk exposure,RISK-004,Water stress - agribusiness borrowers,Committee review completed; action items assigned,Sector Risk,,monitored,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000393,ENT-LU-009,Atlas Asset Management Luxembourg SA,LU,Board of Directors,full_board,2020-01-23,2020,10,10,100.0,True,True,Annual sustainability report sign-off,FIN-001,Financed emissions Scope 1 and 2,,,Decision recorded: Annual sustainability report sign-off | linked KPI FIN-001,Compliance,2020-07-19,in_progress,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000394,ENT-LU-009,Atlas Asset Management Luxembourg SA,LU,Board of Directors,full_board,2020-04-24,2020,10,9,90.0,True,True,Financed emissions methodology review,FIN-012,"Financed emissions Scope 1, 2 and 3",RISK-005,Carbon pricing - industrial loans,Decision recorded: Financed emissions methodology review | linked KPI FIN-012 | linked risk RISK-005,Credit Risk,2020-06-15,monitored,pending_review,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000395,ENT-LU-009,Atlas Asset Management Luxembourg SA,LU,Board of Directors,full_board,2020-07-10,2020,11,11,100.0,True,False,Financed emissions methodology review,FIN-001,Financed emissions Scope 1 and 2,RISK-005,Carbon pricing - industrial loans,Discussion only; no formal decision recorded for Financed emissions methodology review,Credit Risk,,,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000396,ENT-LU-009,Atlas Asset Management Luxembourg SA,LU,Board of Directors,full_board,2020-10-08,2020,12,10,83.3,True,True,PCAF data quality remediation,FIN-004,Average PCAF data quality score,RISK-011,Supply chain - Scope 3 data gaps,Decision recorded: PCAF data quality remediation | linked KPI FIN-004 | linked risk RISK-011,Sustainability Office,2020-12-15,not_started,pending_review,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000397,ENT-LU-009,Atlas Asset Management Luxembourg SA,LU,Board ESG & Sustainability Committee,esg_committee,2020-03-16,2020,7,6,85.7,True,False,Project finance emissions methodology review,FIN-002,Outstanding loan exposure,RISK-008,Stranded assets - fossil fuel sector,Committee review completed; action items assigned,Sector Risk,,monitored,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000398,ENT-LU-009,Atlas Asset Management Luxembourg SA,LU,Board ESG & Sustainability Committee,esg_committee,2020-06-12,2020,9,8,88.9,True,True,Supplier ESG policy update; Physical risk exposure review,SOC-002,ESG training completion,,,Decision recorded: Supplier ESG policy update | linked KPI SOC-002,Internal Audit,2020-08-12,completed,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000399,ENT-LU-009,Atlas Asset Management Luxembourg SA,LU,Board ESG & Sustainability Committee,esg_committee,2020-09-21,2020,7,7,100.0,True,True,PCAF data quality remediation; ESG remuneration KPI setting; IFRS S2 climate disclosure approval,FIN-001,Financed emissions Scope 1 and 2,RISK-013,Board climate competence gap,Decision recorded: PCAF data quality remediation | linked KPI FIN-001 | linked risk RISK-013,Board Secretariat,2021-02-23,deferred,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000400,ENT-LU-009,Atlas Asset Management Luxembourg SA,LU,Board ESG & Sustainability Committee,esg_committee,2020-12-18,2020,9,9,100.0,True,False,IFRS S2 climate disclosure approval; Supplier ESG policy update,FIN-012,"Financed emissions Scope 1, 2 and 3",RISK-012,ESG data quality and lineage weakness,Committee review completed; action items assigned,Data Governance,,monitored,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000401,ENT-LU-009,Atlas Asset Management Luxembourg SA,LU,Board of Directors,full_board,2021-01-08,2021,11,11,100.0,True,True,Annual sustainability report sign-off,ENV-003,Total operational Scope 1 and 2 emissions,,,Decision recorded: Annual sustainability report sign-off | linked KPI ENV-003,Data Governance,2021-04-26,in_progress,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000402,ENT-LU-009,Atlas Asset Management Luxembourg SA,LU,Board of Directors,full_board,2021-04-08,2021,9,6,66.7,False,False,,,,,,,,,,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000403,ENT-LU-009,Atlas Asset Management Luxembourg SA,LU,Board of Directors,full_board,2021-07-21,2021,9,9,100.0,True,True,Real estate collateral emissions review,FIN-008,Sovereign bond exposure,RISK-008,Stranded assets - fossil fuel sector,Decision recorded: Real estate collateral emissions review | linked KPI FIN-008 | linked risk RISK-008,Sector Risk,2021-10-07,in_progress,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000404,ENT-LU-009,Atlas Asset Management Luxembourg SA,LU,Board of Directors,full_board,2021-10-15,2021,9,7,77.8,True,True,ESG remuneration KPI setting,FIN-006,SBTi-aligned exposure,,,Decision recorded: ESG remuneration KPI setting | linked KPI FIN-006,Human Resources,2022-01-29,deferred,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000405,ENT-LU-009,Atlas Asset Management Luxembourg SA,LU,Board ESG & Sustainability Committee,esg_committee,2021-03-17,2021,8,8,100.0,True,True,Project finance emissions methodology review; Green bond framework update,FIN-012,"Financed emissions Scope 1, 2 and 3",RISK-007,Greenwashing litigation and conduct risk,Decision recorded: Project finance emissions methodology review | linked KPI FIN-012 | linked risk RISK-007,Legal,2021-08-02,in_progress,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000406,ENT-LU-009,Atlas Asset Management Luxembourg SA,LU,Board ESG & Sustainability Committee,esg_committee,2021-06-22,2021,9,9,100.0,True,False,Green bond framework update; Project finance emissions methodology review,ENV-003,Total operational Scope 1 and 2 emissions,,,Committee review completed; action items assigned,Human Resources,,monitored,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000407,ENT-LU-009,Atlas Asset Management Luxembourg SA,LU,Board ESG & Sustainability Committee,esg_committee,2021-09-21,2021,8,7,87.5,True,True,Net-zero target progress review; Physical risk exposure review,FIN-006,SBTi-aligned exposure,,,Decision recorded: Net-zero target progress review | linked KPI FIN-006,Data Governance,2022-03-17,in_progress,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000408,ENT-LU-009,Atlas Asset Management Luxembourg SA,LU,Board ESG & Sustainability Committee,esg_committee,2021-12-20,2021,8,8,100.0,True,True,Climate risk model validation,FIN-005,Financed emissions data coverage,RISK-011,Supply chain - Scope 3 data gaps,Decision recorded: Climate risk model validation | linked KPI FIN-005 | linked risk RISK-011,Sustainability Office,2022-04-28,in_progress,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000409,ENT-LU-009,Atlas Asset Management Luxembourg SA,LU,Board of Directors,full_board,2022-01-10,2022,11,9,81.8,True,True,Annual sustainability report sign-off,ENV-001,Scope 1 emissions,,,Decision recorded: Annual sustainability report sign-off | linked KPI ENV-001,Compliance,2022-06-04,completed,pending_review,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000410,ENT-LU-009,Atlas Asset Management Luxembourg SA,LU,Board of Directors,full_board,2022-04-08,2022,11,10,90.9,True,True,Financed emissions methodology review,FIN-012,"Financed emissions Scope 1, 2 and 3",RISK-005,Carbon pricing - industrial loans,Decision recorded: Financed emissions methodology review | linked KPI FIN-012 | linked risk RISK-005,Credit Risk,2022-07-06,completed,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000411,ENT-LU-009,Atlas Asset Management Luxembourg SA,LU,Board of Directors,full_board,2022-07-14,2022,10,10,100.0,True,True,Project finance emissions methodology review,FIN-011,Motor vehicle exposure,RISK-005,Carbon pricing - industrial loans,Decision recorded: Project finance emissions methodology review | linked KPI FIN-011 | linked risk RISK-005,Credit Risk,2022-11-11,in_progress,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000412,ENT-LU-009,Atlas Asset Management Luxembourg SA,LU,Board of Directors,full_board,2022-10-21,2022,11,11,100.0,True,False,Green bond framework update,ENV-003,Total operational Scope 1 and 2 emissions,,,Discussion only; no formal decision recorded for Green bond framework update,Board Secretariat,,,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000413,ENT-LU-009,Atlas Asset Management Luxembourg SA,LU,Board ESG & Sustainability Committee,esg_committee,2022-03-16,2022,8,7,87.5,True,False,Financed emissions methodology review; Project finance emissions methodology review,FIN-004,Average PCAF data quality score,RISK-013,Board climate competence gap,Committee review completed; action items assigned,Board Secretariat,,monitored,pending_review,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000414,ENT-LU-009,Atlas Asset Management Luxembourg SA,LU,Board ESG & Sustainability Committee,esg_committee,2022-06-10,2022,9,7,77.8,True,True,ESG remuneration KPI setting; PCAF data quality remediation,FIN-006,SBTi-aligned exposure,,,Decision recorded: ESG remuneration KPI setting | linked KPI FIN-006,Risk Management,2022-11-20,in_progress,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000415,ENT-LU-009,Atlas Asset Management Luxembourg SA,LU,Board ESG & Sustainability Committee,esg_committee,2022-09-16,2022,8,8,100.0,True,True,Real estate collateral emissions review; Annual sustainability report sign-off; Financed emissions methodology review,FIN-008,Sovereign bond exposure,RISK-002,Storm surge - coastal collateral,Decision recorded: Real estate collateral emissions review | linked KPI FIN-008 | linked risk RISK-002,Credit Risk,2022-11-19,in_progress,draft,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000416,ENT-LU-009,Atlas Asset Management Luxembourg SA,LU,Board ESG & Sustainability Committee,esg_committee,2022-12-12,2022,7,5,71.4,True,True,IFRS S2 climate disclosure approval; Physical risk exposure review,FIN-012,"Financed emissions Scope 1, 2 and 3",RISK-013,Board climate competence gap,Decision recorded: IFRS S2 climate disclosure approval | linked KPI FIN-012 | linked risk RISK-013,Board Secretariat,2023-05-01,in_progress,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000417,ENT-LU-009,Atlas Asset Management Luxembourg SA,LU,Board of Directors,full_board,2023-01-05,2023,10,9,90.0,True,True,Annual sustainability report sign-off,ENV-005,Energy cost,,,Decision recorded: Annual sustainability report sign-off | linked KPI ENV-005,Human Resources,2023-05-14,completed,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000418,ENT-LU-009,Atlas Asset Management Luxembourg SA,LU,Board of Directors,full_board,2023-04-10,2023,12,11,91.7,True,False,Climate scenario analysis review,FIN-007,High transition risk exposure,RISK-003,Chronic heat - commercial real estate,Discussion only; no formal decision recorded for Climate scenario analysis review,Portfolio Risk,,,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000419,ENT-LU-009,Atlas Asset Management Luxembourg SA,LU,Board of Directors,full_board,2023-07-20,2023,12,9,75.0,True,False,Sovereign bond financed emissions review,FIN-002,Outstanding loan exposure,RISK-007,Greenwashing litigation and conduct risk,Discussion only; no formal decision recorded for Sovereign bond financed emissions review,Legal,,,draft,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000420,ENT-LU-009,Atlas Asset Management Luxembourg SA,LU,Board of Directors,full_board,2023-10-13,2023,10,10,100.0,True,True,Motor vehicle portfolio emissions review,FIN-008,Sovereign bond exposure,RISK-005,Carbon pricing - industrial loans,Decision recorded: Motor vehicle portfolio emissions review | linked KPI FIN-008 | linked risk RISK-005,Credit Risk,2023-12-30,in_progress,pending_review,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000421,ENT-LU-009,Atlas Asset Management Luxembourg SA,LU,Board ESG & Sustainability Committee,esg_committee,2023-03-10,2023,8,7,87.5,True,False,Net-zero target progress review,ENV-001,Scope 1 emissions,,,Committee review completed; action items assigned,Credit Risk,,monitored,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000422,ENT-LU-009,Atlas Asset Management Luxembourg SA,LU,Board ESG & Sustainability Committee,esg_committee,2023-06-16,2023,8,7,87.5,True,True,Green bond framework update; Financed emissions methodology review,FIN-009,Project finance exposure,,,Decision recorded: Green bond framework update | linked KPI FIN-009,Board Secretariat,2023-08-23,completed,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000423,ENT-LU-009,Atlas Asset Management Luxembourg SA,LU,Board ESG & Sustainability Committee,esg_committee,2023-09-15,2023,9,9,100.0,True,False,Green bond framework update,ENV-002,Scope 2 location-based emissions,,,Committee review completed; action items assigned,Credit Risk,,monitored,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000424,ENT-LU-009,Atlas Asset Management Luxembourg SA,LU,Board ESG & Sustainability Committee,esg_committee,2023-12-12,2023,7,5,71.4,True,True,Climate risk model validation; Physical risk exposure review; ESG remuneration KPI setting,FIN-007,High transition risk exposure,RISK-012,ESG data quality and lineage weakness,Decision recorded: Climate risk model validation | linked KPI FIN-007 | linked risk RISK-012,Data Governance,2024-02-18,completed,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000425,ENT-LU-009,Atlas Asset Management Luxembourg SA,LU,Board of Directors,full_board,2024-01-09,2024,11,11,100.0,True,True,Annual sustainability report sign-off,ENV-002,Scope 2 location-based emissions,,,Decision recorded: Annual sustainability report sign-off | linked KPI ENV-002,Credit Risk,2024-05-26,completed,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000426,ENT-LU-009,Atlas Asset Management Luxembourg SA,LU,Board of Directors,full_board,2024-04-22,2024,10,9,90.0,True,True,Annual sustainability report sign-off,ENV-005,Energy cost,,,Decision recorded: Annual sustainability report sign-off | linked KPI ENV-005,Compliance,2024-10-19,not_started,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000427,ENT-LU-009,Atlas Asset Management Luxembourg SA,LU,Board of Directors,full_board,2024-07-22,2024,9,8,88.9,True,False,ESG remuneration KPI setting,GOV-001,Board meetings with ESG agenda,,,Discussion only; no formal decision recorded for ESG remuneration KPI setting,Finance,,,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000428,ENT-LU-009,Atlas Asset Management Luxembourg SA,LU,Board of Directors,full_board,2024-10-21,2024,9,9,100.0,True,True,IFRS S2 climate disclosure approval,FIN-012,"Financed emissions Scope 1, 2 and 3",RISK-012,ESG data quality and lineage weakness,Decision recorded: IFRS S2 climate disclosure approval | linked KPI FIN-012 | linked risk RISK-012,Data Governance,2025-03-28,monitored,pending_review,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000429,ENT-LU-009,Atlas Asset Management Luxembourg SA,LU,Board ESG & Sustainability Committee,esg_committee,2024-03-08,2024,7,7,100.0,True,False,Green bond framework update; Project finance emissions methodology review; Net-zero target progress review,ENV-003,Total operational Scope 1 and 2 emissions,,,Committee review completed; action items assigned,Credit Risk,,monitored,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000430,ENT-LU-009,Atlas Asset Management Luxembourg SA,LU,Board ESG & Sustainability Committee,esg_committee,2024-06-20,2024,9,8,88.9,True,False,ESG remuneration KPI setting; Motor vehicle portfolio emissions review,GOV-001,Board meetings with ESG agenda,,,Committee review completed; action items assigned,Internal Audit,,monitored,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000431,ENT-LU-009,Atlas Asset Management Luxembourg SA,LU,Board ESG & Sustainability Committee,esg_committee,2024-09-09,2024,7,6,85.7,True,False,Supplier ESG policy update; Climate risk model validation; PCAF data quality remediation,SOC-002,ESG training completion,,,Committee review completed; action items assigned,Board Secretariat,,monitored,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000432,ENT-LU-009,Atlas Asset Management Luxembourg SA,LU,Board ESG & Sustainability Committee,esg_committee,2024-12-06,2024,9,9,100.0,True,False,Motor vehicle portfolio emissions review,FIN-012,"Financed emissions Scope 1, 2 and 3",RISK-005,Carbon pricing - industrial loans,Committee review completed; action items assigned,Credit Risk,,monitored,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000433,ENT-US-010,Atlas Securities USA Inc.,US,Board of Directors,full_board,2019-01-11,2019,12,11,91.7,True,True,Annual sustainability report sign-off,ENV-003,Total operational Scope 1 and 2 emissions,,,Decision recorded: Annual sustainability report sign-off | linked KPI ENV-003,Compliance,2019-05-26,completed,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000434,ENT-US-010,Atlas Securities USA Inc.,US,Board of Directors,full_board,2019-04-12,2019,12,9,75.0,True,False,Transition risk appetite approval,FIN-008,Sovereign bond exposure,RISK-008,Stranded assets - fossil fuel sector,Discussion only; no formal decision recorded for Transition risk appetite approval,Sector Risk,,,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000435,ENT-US-010,Atlas Securities USA Inc.,US,Board of Directors,full_board,2019-07-16,2019,9,8,88.9,True,True,Real estate collateral emissions review,FIN-010,Real estate exposure,RISK-001,Flood risk - mortgage book,Decision recorded: Real estate collateral emissions review | linked KPI FIN-010 | linked risk RISK-001,Credit Risk,2019-09-15,in_progress,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000436,ENT-US-010,Atlas Securities USA Inc.,US,Board of Directors,full_board,2019-10-25,2019,10,9,90.0,True,True,Sovereign bond financed emissions review,FIN-009,Project finance exposure,RISK-012,ESG data quality and lineage weakness,Decision recorded: Sovereign bond financed emissions review | linked KPI FIN-009 | linked risk RISK-012,Data Governance,2020-01-01,not_started,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000437,ENT-US-010,Atlas Securities USA Inc.,US,Board ESG & Sustainability Committee,esg_committee,2019-03-20,2019,9,9,100.0,True,False,Transition risk appetite approval,FIN-009,Project finance exposure,RISK-005,Carbon pricing - industrial loans,Committee review completed; action items assigned,Credit Risk,,monitored,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000438,ENT-US-010,Atlas Securities USA Inc.,US,Board ESG & Sustainability Committee,esg_committee,2019-06-21,2019,8,8,100.0,True,True,ESG remuneration KPI setting; Financed emissions methodology review; Green bond framework update,FIN-006,SBTi-aligned exposure,,,Decision recorded: ESG remuneration KPI setting | linked KPI FIN-006,Credit Risk,2019-08-06,completed,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000439,ENT-US-010,Atlas Securities USA Inc.,US,Board ESG & Sustainability Committee,esg_committee,2019-09-09,2019,9,7,77.8,True,True,Climate scenario analysis review; Real estate collateral emissions review,FIN-007,High transition risk exposure,RISK-007,Greenwashing litigation and conduct risk,Decision recorded: Climate scenario analysis review | linked KPI FIN-007 | linked risk RISK-007,Legal,2020-01-16,completed,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000440,ENT-US-010,Atlas Securities USA Inc.,US,Board ESG & Sustainability Committee,esg_committee,2019-12-09,2019,7,5,71.4,True,True,Real estate collateral emissions review,FIN-001,Financed emissions Scope 1 and 2,RISK-008,Stranded assets - fossil fuel sector,Decision recorded: Real estate collateral emissions review | linked KPI FIN-001 | linked risk RISK-008,Sector Risk,2020-05-08,monitored,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000441,ENT-US-010,Atlas Securities USA Inc.,US,Board of Directors,full_board,2020-01-14,2020,12,11,91.7,True,True,Annual sustainability report sign-off,GOV-001,Board meetings with ESG agenda,,,Decision recorded: Annual sustainability report sign-off | linked KPI GOV-001,Sustainability Office,2020-03-25,in_progress,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000442,ENT-US-010,Atlas Securities USA Inc.,US,Board of Directors,full_board,2020-04-09,2020,9,8,88.9,True,False,Net-zero target progress review,ENV-001,Scope 1 emissions,,,Discussion only; no formal decision recorded for Net-zero target progress review,Sustainability Office,,,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000443,ENT-US-010,Atlas Securities USA Inc.,US,Board of Directors,full_board,2020-07-15,2020,9,6,66.7,True,False,Supplier ESG policy update,SOC-001,Gender pay gap,,,Discussion only; no formal decision recorded for Supplier ESG policy update,Credit Risk,,,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000444,ENT-US-010,Atlas Securities USA Inc.,US,Board of Directors,full_board,2020-10-08,2020,9,8,88.9,True,False,PCAF data quality remediation,FIN-001,Financed emissions Scope 1 and 2,RISK-013,Board climate competence gap,Discussion only; no formal decision recorded for PCAF data quality remediation,Board Secretariat,,,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
