bill_id,site_id,entity_id,site_name,site_type,country_code,grid_region,meter_type,scope_category,billing_period_start,billing_period_end,quantity,unit,unit_price_eur,cost_eur,floor_area_m2,fleet_size,emission_factor_key,emission_factor_country_code,invoice_status,data_source,reporting_year
BILL-00006432,SITE-00106,ENT-BE-008,BRANCH-BE-106,branch,BE,BE,diesel_fleet,scope1,2022-10-01,2022-12-31,659.75,litres,1.75,1154.57,244,3,scope1_diesel_combustion,BE,submitted,synthetic_utility_invoice,2022
BILL-00006433,SITE-00106,ENT-BE-008,BRANCH-BE-106,branch,BE,BE,electricity,scope2_location,2023-01-01,2023-03-31,14804.98,kWh,0.235,3479.17,244,3,scope2_location_electricity_grid,BE,submitted,synthetic_utility_invoice,2023
BILL-00006434,SITE-00106,ENT-BE-008,BRANCH-BE-106,branch,BE,BE,natural_gas,scope1,2023-01-01,2023-03-31,9801.71,kWh,0.12,1176.21,244,3,scope1_natural_gas_combustion,BE,estimated,synthetic_utility_invoice,2023
BILL-00006435,SITE-00106,ENT-BE-008,BRANCH-BE-106,branch,BE,BE,diesel_fleet,scope1,2023-01-01,2023-03-31,448.96,litres,1.65,740.78,244,3,scope1_diesel_combustion,BE,submitted,synthetic_utility_invoice,2023
BILL-00006436,SITE-00106,ENT-BE-008,BRANCH-BE-106,branch,BE,BE,electricity,scope2_location,2023-04-01,2023-06-30,9257.77,kWh,0.235,2175.58,244,3,scope2_location_electricity_grid,BE,submitted,synthetic_utility_invoice,2023
BILL-00006437,SITE-00106,ENT-BE-008,BRANCH-BE-106,branch,BE,BE,natural_gas,scope1,2023-04-01,2023-06-30,4303.69,kWh,0.12,516.44,244,3,scope1_natural_gas_combustion,BE,estimated,synthetic_utility_invoice,2023
BILL-00006438,SITE-00106,ENT-BE-008,BRANCH-BE-106,branch,BE,BE,diesel_fleet,scope1,2023-04-01,2023-06-30,533.07,litres,1.65,879.56,244,3,scope1_diesel_combustion,BE,submitted,synthetic_utility_invoice,2023
BILL-00006439,SITE-00106,ENT-BE-008,BRANCH-BE-106,branch,BE,BE,electricity,scope2_location,2023-07-01,2023-09-30,10767.45,kWh,0.235,2530.35,244,3,scope2_location_electricity_grid,BE,submitted,synthetic_utility_invoice,2023
BILL-00006440,SITE-00106,ENT-BE-008,BRANCH-BE-106,branch,BE,BE,natural_gas,scope1,2023-07-01,2023-09-30,1033.84,kWh,0.12,124.06,244,3,scope1_natural_gas_combustion,BE,submitted,synthetic_utility_invoice,2023
BILL-00006441,SITE-00106,ENT-BE-008,BRANCH-BE-106,branch,BE,BE,diesel_fleet,scope1,2023-07-01,2023-09-30,561.23,litres,1.65,926.03,244,3,scope1_diesel_combustion,BE,submitted,synthetic_utility_invoice,2023
BILL-00006442,SITE-00106,ENT-BE-008,BRANCH-BE-106,branch,BE,BE,electricity,scope2_location,2023-10-01,2023-12-31,13108.52,kWh,0.235,3080.5,244,3,scope2_location_electricity_grid,BE,submitted,synthetic_utility_invoice,2023
BILL-00006443,SITE-00106,ENT-BE-008,BRANCH-BE-106,branch,BE,BE,natural_gas,scope1,2023-10-01,2023-12-31,5286.76,kWh,0.12,634.41,244,3,scope1_natural_gas_combustion,BE,submitted,synthetic_utility_invoice,2023
BILL-00006444,SITE-00106,ENT-BE-008,BRANCH-BE-106,branch,BE,BE,diesel_fleet,scope1,2023-10-01,2023-12-31,415.76,litres,1.65,686.0,244,3,scope1_diesel_combustion,BE,submitted,synthetic_utility_invoice,2023
BILL-00006445,SITE-00106,ENT-BE-008,BRANCH-BE-106,branch,BE,BE,electricity,scope2_location,2024-01-01,2024-03-31,13252.19,kWh,0.22,2915.48,244,3,scope2_location_electricity_grid,BE,submitted,synthetic_utility_invoice,2024
BILL-00006446,SITE-00106,ENT-BE-008,BRANCH-BE-106,branch,BE,BE,natural_gas,scope1,2024-01-01,2024-03-31,13305.23,kWh,0.105,1397.05,244,3,scope1_natural_gas_combustion,BE,submitted,synthetic_utility_invoice,2024
BILL-00006447,SITE-00106,ENT-BE-008,BRANCH-BE-106,branch,BE,BE,diesel_fleet,scope1,2024-01-01,2024-03-31,469.73,litres,1.58,742.17,244,3,scope1_diesel_combustion,BE,submitted,synthetic_utility_invoice,2024
BILL-00006448,SITE-00106,ENT-BE-008,BRANCH-BE-106,branch,BE,BE,electricity,scope2_location,2024-04-01,2024-06-30,9019.02,kWh,0.22,1984.19,244,3,scope2_location_electricity_grid,BE,submitted,synthetic_utility_invoice,2024
BILL-00006449,SITE-00106,ENT-BE-008,BRANCH-BE-106,branch,BE,BE,natural_gas,scope1,2024-04-01,2024-06-30,5900.94,kWh,0.105,619.6,244,3,scope1_natural_gas_combustion,BE,estimated,synthetic_utility_invoice,2024
BILL-00006450,SITE-00106,ENT-BE-008,BRANCH-BE-106,branch,BE,BE,diesel_fleet,scope1,2024-04-01,2024-06-30,483.23,litres,1.58,763.5,244,3,scope1_diesel_combustion,BE,submitted,synthetic_utility_invoice,2024
BILL-00006451,SITE-00106,ENT-BE-008,BRANCH-BE-106,branch,BE,BE,electricity,scope2_location,2024-07-01,2024-09-30,10704.51,kWh,0.22,2354.99,244,3,scope2_location_electricity_grid,BE,submitted,synthetic_utility_invoice,2024
BILL-00006452,SITE-00106,ENT-BE-008,BRANCH-BE-106,branch,BE,BE,natural_gas,scope1,2024-07-01,2024-09-30,1176.7,kWh,0.105,123.55,244,3,scope1_natural_gas_combustion,BE,submitted,synthetic_utility_invoice,2024
BILL-00006453,SITE-00106,ENT-BE-008,BRANCH-BE-106,branch,BE,BE,diesel_fleet,scope1,2024-07-01,2024-09-30,654.56,litres,1.58,1034.2,244,3,scope1_diesel_combustion,BE,submitted,synthetic_utility_invoice,2024
BILL-00006454,SITE-00106,ENT-BE-008,BRANCH-BE-106,branch,BE,BE,electricity,scope2_location,2024-10-01,2024-12-31,11918.26,kWh,0.22,2622.02,244,3,scope2_location_electricity_grid,BE,submitted,synthetic_utility_invoice,2024
BILL-00006455,SITE-00106,ENT-BE-008,BRANCH-BE-106,branch,BE,BE,natural_gas,scope1,2024-10-01,2024-12-31,5743.98,kWh,0.105,603.12,244,3,scope1_natural_gas_combustion,BE,submitted,synthetic_utility_invoice,2024
BILL-00006456,SITE-00106,ENT-BE-008,BRANCH-BE-106,branch,BE,BE,diesel_fleet,scope1,2024-10-01,2024-12-31,612.49,litres,1.58,967.73,244,3,scope1_diesel_combustion,BE,submitted,synthetic_utility_invoice,2024
BILL-00006457,SITE-00107,ENT-BE-008,OFFICE-BE-107,office,BE,BE,electricity,scope2_location,2019-01-01,2019-03-31,55078.24,kWh,0.145,7986.34,1054,2,scope2_location_electricity_grid,BE,submitted,synthetic_utility_invoice,2019
BILL-00006458,SITE-00107,ENT-BE-008,OFFICE-BE-107,office,BE,BE,diesel_fleet,scope1,2019-01-01,2019-03-31,318.39,litres,1.25,397.98,1054,2,scope1_diesel_combustion,BE,submitted,synthetic_utility_invoice,2019
BILL-00006459,SITE-00107,ENT-BE-008,OFFICE-BE-107,office,BE,BE,electricity,scope2_location,2019-04-01,2019-06-30,44735.56,kWh,0.145,6486.66,1054,2,scope2_location_electricity_grid,BE,submitted,synthetic_utility_invoice,2019
BILL-00006460,SITE-00107,ENT-BE-008,OFFICE-BE-107,office,BE,BE,diesel_fleet,scope1,2019-04-01,2019-06-30,392.13,litres,1.25,490.16,1054,2,scope1_diesel_combustion,BE,submitted,synthetic_utility_invoice,2019
BILL-00006461,SITE-00107,ENT-BE-008,OFFICE-BE-107,office,BE,BE,electricity,scope2_location,2019-07-01,2019-09-30,44826.0,kWh,0.145,6499.77,1054,2,scope2_location_electricity_grid,BE,estimated,synthetic_utility_invoice,2019
BILL-00006462,SITE-00107,ENT-BE-008,OFFICE-BE-107,office,BE,BE,diesel_fleet,scope1,2019-07-01,2019-09-30,352.7,litres,1.25,440.87,1054,2,scope1_diesel_combustion,BE,corrected,synthetic_utility_invoice,2019
BILL-00006463,SITE-00107,ENT-BE-008,OFFICE-BE-107,office,BE,BE,electricity,scope2_location,2019-10-01,2019-12-31,47535.9,kWh,0.145,6892.7,1054,2,scope2_location_electricity_grid,BE,submitted,synthetic_utility_invoice,2019
BILL-00006464,SITE-00107,ENT-BE-008,OFFICE-BE-107,office,BE,BE,diesel_fleet,scope1,2019-10-01,2019-12-31,393.24,litres,1.25,491.55,1054,2,scope1_diesel_combustion,BE,submitted,synthetic_utility_invoice,2019
BILL-00006465,SITE-00107,ENT-BE-008,OFFICE-BE-107,office,BE,BE,electricity,scope2_location,2020-01-01,2020-03-31,59017.4,kWh,0.15,8852.61,1054,2,scope2_location_electricity_grid,BE,estimated,synthetic_utility_invoice,2020
BILL-00006466,SITE-00107,ENT-BE-008,OFFICE-BE-107,office,BE,BE,diesel_fleet,scope1,2020-01-01,2020-03-31,338.59,litres,1.1,372.45,1054,2,scope1_diesel_combustion,BE,submitted,synthetic_utility_invoice,2020
BILL-00006467,SITE-00107,ENT-BE-008,OFFICE-BE-107,office,BE,BE,electricity,scope2_location,2020-04-01,2020-06-30,44179.34,kWh,0.15,6626.9,1054,2,scope2_location_electricity_grid,BE,estimated,synthetic_utility_invoice,2020
BILL-00006468,SITE-00107,ENT-BE-008,OFFICE-BE-107,office,BE,BE,diesel_fleet,scope1,2020-04-01,2020-06-30,375.47,litres,1.1,413.02,1054,2,scope1_diesel_combustion,BE,submitted,synthetic_utility_invoice,2020
BILL-00006469,SITE-00107,ENT-BE-008,OFFICE-BE-107,office,BE,BE,electricity,scope2_location,2020-07-01,2020-09-30,49676.05,kWh,0.15,7451.41,1054,2,scope2_location_electricity_grid,BE,submitted,synthetic_utility_invoice,2020
BILL-00006470,SITE-00107,ENT-BE-008,OFFICE-BE-107,office,BE,BE,diesel_fleet,scope1,2020-07-01,2020-09-30,332.22,litres,1.1,365.44,1054,2,scope1_diesel_combustion,BE,submitted,synthetic_utility_invoice,2020
BILL-00006471,SITE-00107,ENT-BE-008,OFFICE-BE-107,office,BE,BE,electricity,scope2_location,2020-10-01,2020-12-31,53338.86,kWh,0.15,8000.83,1054,2,scope2_location_electricity_grid,BE,submitted,synthetic_utility_invoice,2020
BILL-00006472,SITE-00107,ENT-BE-008,OFFICE-BE-107,office,BE,BE,diesel_fleet,scope1,2020-10-01,2020-12-31,375.03,litres,1.1,412.53,1054,2,scope1_diesel_combustion,BE,submitted,synthetic_utility_invoice,2020
BILL-00006473,SITE-00107,ENT-BE-008,OFFICE-BE-107,office,BE,BE,electricity,scope2_location,2021-01-01,2021-03-31,57257.0,kWh,0.165,9447.41,1054,2,scope2_location_electricity_grid,BE,submitted,synthetic_utility_invoice,2021
BILL-00006474,SITE-00107,ENT-BE-008,OFFICE-BE-107,office,BE,BE,diesel_fleet,scope1,2021-01-01,2021-03-31,307.82,litres,1.3,400.17,1054,2,scope1_diesel_combustion,BE,submitted,synthetic_utility_invoice,2021
BILL-00006475,SITE-00107,ENT-BE-008,OFFICE-BE-107,office,BE,BE,electricity,scope2_location,2021-04-01,2021-06-30,42329.62,kWh,0.165,6984.39,1054,2,scope2_location_electricity_grid,BE,submitted,synthetic_utility_invoice,2021
BILL-00006476,SITE-00107,ENT-BE-008,OFFICE-BE-107,office,BE,BE,diesel_fleet,scope1,2021-04-01,2021-06-30,338.28,litres,1.3,439.76,1054,2,scope1_diesel_combustion,BE,submitted,synthetic_utility_invoice,2021
BILL-00006477,SITE-00107,ENT-BE-008,OFFICE-BE-107,office,BE,BE,electricity,scope2_location,2021-07-01,2021-09-30,53144.68,kWh,0.165,8768.87,1054,2,scope2_location_electricity_grid,BE,submitted,synthetic_utility_invoice,2021
BILL-00006478,SITE-00107,ENT-BE-008,OFFICE-BE-107,office,BE,BE,diesel_fleet,scope1,2021-07-01,2021-09-30,409.71,litres,1.3,532.63,1054,2,scope1_diesel_combustion,BE,submitted,synthetic_utility_invoice,2021
BILL-00006479,SITE-00107,ENT-BE-008,OFFICE-BE-107,office,BE,BE,electricity,scope2_location,2021-10-01,2021-12-31,60352.01,kWh,0.165,9958.08,1054,2,scope2_location_electricity_grid,BE,submitted,synthetic_utility_invoice,2021
BILL-00006480,SITE-00107,ENT-BE-008,OFFICE-BE-107,office,BE,BE,diesel_fleet,scope1,2021-10-01,2021-12-31,417.04,litres,1.3,542.15,1054,2,scope1_diesel_combustion,BE,submitted,synthetic_utility_invoice,2021
BILL-00006481,SITE-00107,ENT-BE-008,OFFICE-BE-107,office,BE,BE,electricity,scope2_location,2022-01-01,2022-03-31,55699.28,kWh,0.26,14481.81,1054,2,scope2_location_electricity_grid,BE,submitted,synthetic_utility_invoice,2022
BILL-00006482,SITE-00107,ENT-BE-008,OFFICE-BE-107,office,BE,BE,diesel_fleet,scope1,2022-01-01,2022-03-31,341.81,litres,1.75,598.16,1054,2,scope1_diesel_combustion,BE,submitted,synthetic_utility_invoice,2022
BILL-00006483,SITE-00107,ENT-BE-008,OFFICE-BE-107,office,BE,BE,electricity,scope2_location,2022-04-01,2022-06-30,42098.71,kWh,0.26,10945.66,1054,2,scope2_location_electricity_grid,BE,submitted,synthetic_utility_invoice,2022
BILL-00006484,SITE-00107,ENT-BE-008,OFFICE-BE-107,office,BE,BE,diesel_fleet,scope1,2022-04-01,2022-06-30,264.13,litres,1.75,462.22,1054,2,scope1_diesel_combustion,BE,submitted,synthetic_utility_invoice,2022
BILL-00006485,SITE-00107,ENT-BE-008,OFFICE-BE-107,office,BE,BE,electricity,scope2_location,2022-07-01,2022-09-30,46250.69,kWh,0.26,12025.18,1054,2,scope2_location_electricity_grid,BE,submitted,synthetic_utility_invoice,2022
BILL-00006486,SITE-00107,ENT-BE-008,OFFICE-BE-107,office,BE,BE,diesel_fleet,scope1,2022-07-01,2022-09-30,301.94,litres,1.75,528.39,1054,2,scope1_diesel_combustion,BE,estimated,synthetic_utility_invoice,2022
BILL-00006487,SITE-00107,ENT-BE-008,OFFICE-BE-107,office,BE,BE,electricity,scope2_location,2022-10-01,2022-12-31,61696.23,kWh,0.26,16041.02,1054,2,scope2_location_electricity_grid,BE,submitted,synthetic_utility_invoice,2022
BILL-00006488,SITE-00107,ENT-BE-008,OFFICE-BE-107,office,BE,BE,diesel_fleet,scope1,2022-10-01,2022-12-31,389.22,litres,1.75,681.14,1054,2,scope1_diesel_combustion,BE,submitted,synthetic_utility_invoice,2022
BILL-00006489,SITE-00107,ENT-BE-008,OFFICE-BE-107,office,BE,BE,electricity,scope2_location,2023-01-01,2023-03-31,54039.83,kWh,0.235,12699.36,1054,2,scope2_location_electricity_grid,BE,submitted,synthetic_utility_invoice,2023
BILL-00006490,SITE-00107,ENT-BE-008,OFFICE-BE-107,office,BE,BE,diesel_fleet,scope1,2023-01-01,2023-03-31,390.12,litres,1.65,643.71,1054,2,scope1_diesel_combustion,BE,submitted,synthetic_utility_invoice,2023
BILL-00006491,SITE-00107,ENT-BE-008,OFFICE-BE-107,office,BE,BE,electricity,scope2_location,2023-04-01,2023-06-30,43950.62,kWh,0.235,10328.4,1054,2,scope2_location_electricity_grid,BE,corrected,synthetic_utility_invoice,2023
BILL-00006492,SITE-00107,ENT-BE-008,OFFICE-BE-107,office,BE,BE,diesel_fleet,scope1,2023-04-01,2023-06-30,372.88,litres,1.65,615.26,1054,2,scope1_diesel_combustion,BE,submitted,synthetic_utility_invoice,2023
BILL-00006493,SITE-00107,ENT-BE-008,OFFICE-BE-107,office,BE,BE,electricity,scope2_location,2023-07-01,2023-09-30,51273.13,kWh,0.235,12049.19,1054,2,scope2_location_electricity_grid,BE,submitted,synthetic_utility_invoice,2023
BILL-00006494,SITE-00107,ENT-BE-008,OFFICE-BE-107,office,BE,BE,diesel_fleet,scope1,2023-07-01,2023-09-30,269.34,litres,1.65,444.4,1054,2,scope1_diesel_combustion,BE,corrected,synthetic_utility_invoice,2023
BILL-00006495,SITE-00107,ENT-BE-008,OFFICE-BE-107,office,BE,BE,electricity,scope2_location,2023-10-01,2023-12-31,62854.94,kWh,0.235,14770.91,1054,2,scope2_location_electricity_grid,BE,submitted,synthetic_utility_invoice,2023
BILL-00006496,SITE-00107,ENT-BE-008,OFFICE-BE-107,office,BE,BE,diesel_fleet,scope1,2023-10-01,2023-12-31,391.14,litres,1.65,645.38,1054,2,scope1_diesel_combustion,BE,submitted,synthetic_utility_invoice,2023
BILL-00006497,SITE-00107,ENT-BE-008,OFFICE-BE-107,office,BE,BE,electricity,scope2_location,2024-01-01,2024-03-31,56229.65,kWh,0.22,12370.52,1054,2,scope2_location_electricity_grid,BE,submitted,synthetic_utility_invoice,2024
BILL-00006498,SITE-00107,ENT-BE-008,OFFICE-BE-107,office,BE,BE,diesel_fleet,scope1,2024-01-01,2024-03-31,411.41,litres,1.58,650.02,1054,2,scope1_diesel_combustion,BE,submitted,synthetic_utility_invoice,2024
BILL-00006499,SITE-00107,ENT-BE-008,OFFICE-BE-107,office,BE,BE,electricity,scope2_location,2024-04-01,2024-06-30,43235.52,kWh,0.22,9511.81,1054,2,scope2_location_electricity_grid,BE,submitted,synthetic_utility_invoice,2024
BILL-00006500,SITE-00107,ENT-BE-008,OFFICE-BE-107,office,BE,BE,diesel_fleet,scope1,2024-04-01,2024-06-30,386.02,litres,1.58,609.92,1054,2,scope1_diesel_combustion,BE,submitted,synthetic_utility_invoice,2024
BILL-00006501,SITE-00107,ENT-BE-008,OFFICE-BE-107,office,BE,BE,electricity,scope2_location,2024-07-01,2024-09-30,49932.31,kWh,0.22,10985.11,1054,2,scope2_location_electricity_grid,BE,estimated,synthetic_utility_invoice,2024
BILL-00006502,SITE-00107,ENT-BE-008,OFFICE-BE-107,office,BE,BE,diesel_fleet,scope1,2024-07-01,2024-09-30,398.36,litres,1.58,629.41,1054,2,scope1_diesel_combustion,BE,submitted,synthetic_utility_invoice,2024
BILL-00006503,SITE-00107,ENT-BE-008,OFFICE-BE-107,office,BE,BE,electricity,scope2_location,2024-10-01,2024-12-31,55281.38,kWh,0.22,12161.9,1054,2,scope2_location_electricity_grid,BE,estimated,synthetic_utility_invoice,2024
BILL-00006504,SITE-00107,ENT-BE-008,OFFICE-BE-107,office,BE,BE,diesel_fleet,scope1,2024-10-01,2024-12-31,371.63,litres,1.58,587.17,1054,2,scope1_diesel_combustion,BE,submitted,synthetic_utility_invoice,2024
BILL-00006505,SITE-00108,ENT-IT-007,OFFICE-IT-108,office,IT,IT,electricity,scope2_location,2019-01-01,2019-03-31,230936.88,kWh,0.145,33485.85,5007,11,scope2_location_electricity_grid,IT,submitted,synthetic_utility_invoice,2019
BILL-00006506,SITE-00108,ENT-IT-007,OFFICE-IT-108,office,IT,IT,natural_gas,scope1,2019-01-01,2019-03-31,200420.33,kWh,0.055,11023.12,5007,11,scope1_natural_gas_combustion,IT,submitted,synthetic_utility_invoice,2019
BILL-00006507,SITE-00108,ENT-IT-007,OFFICE-IT-108,office,IT,IT,diesel_fleet,scope1,2019-01-01,2019-03-31,2050.02,litres,1.25,2562.52,5007,11,scope1_diesel_combustion,IT,submitted,synthetic_utility_invoice,2019
BILL-00006508,SITE-00108,ENT-IT-007,OFFICE-IT-108,office,IT,IT,electricity,scope2_location,2019-04-01,2019-06-30,205187.35,kWh,0.145,29752.17,5007,11,scope2_location_electricity_grid,IT,submitted,synthetic_utility_invoice,2019
BILL-00006509,SITE-00108,ENT-IT-007,OFFICE-IT-108,office,IT,IT,natural_gas,scope1,2019-04-01,2019-06-30,78474.11,kWh,0.055,4316.08,5007,11,scope1_natural_gas_combustion,IT,submitted,synthetic_utility_invoice,2019
BILL-00006510,SITE-00108,ENT-IT-007,OFFICE-IT-108,office,IT,IT,diesel_fleet,scope1,2019-04-01,2019-06-30,2063.36,litres,1.25,2579.2,5007,11,scope1_diesel_combustion,IT,submitted,synthetic_utility_invoice,2019
BILL-00006511,SITE-00108,ENT-IT-007,OFFICE-IT-108,office,IT,IT,electricity,scope2_location,2019-07-01,2019-09-30,221039.85,kWh,0.145,32050.78,5007,11,scope2_location_electricity_grid,IT,submitted,synthetic_utility_invoice,2019
BILL-00006512,SITE-00108,ENT-IT-007,OFFICE-IT-108,office,IT,IT,natural_gas,scope1,2019-07-01,2019-09-30,18475.78,kWh,0.055,1016.17,5007,11,scope1_natural_gas_combustion,IT,submitted,synthetic_utility_invoice,2019
BILL-00006513,SITE-00108,ENT-IT-007,OFFICE-IT-108,office,IT,IT,diesel_fleet,scope1,2019-07-01,2019-09-30,1838.36,litres,1.25,2297.95,5007,11,scope1_diesel_combustion,IT,submitted,synthetic_utility_invoice,2019
BILL-00006514,SITE-00108,ENT-IT-007,OFFICE-IT-108,office,IT,IT,electricity,scope2_location,2019-10-01,2019-12-31,242486.81,kWh,0.145,35160.59,5007,11,scope2_location_electricity_grid,IT,submitted,synthetic_utility_invoice,2019
BILL-00006515,SITE-00108,ENT-IT-007,OFFICE-IT-108,office,IT,IT,natural_gas,scope1,2019-10-01,2019-12-31,70324.56,kWh,0.055,3867.85,5007,11,scope1_natural_gas_combustion,IT,estimated,synthetic_utility_invoice,2019
BILL-00006516,SITE-00108,ENT-IT-007,OFFICE-IT-108,office,IT,IT,diesel_fleet,scope1,2019-10-01,2019-12-31,2605.9,litres,1.25,3257.37,5007,11,scope1_diesel_combustion,IT,submitted,synthetic_utility_invoice,2019
BILL-00006517,SITE-00108,ENT-IT-007,OFFICE-IT-108,office,IT,IT,electricity,scope2_location,2020-01-01,2020-03-31,252832.02,kWh,0.15,37924.8,5007,11,scope2_location_electricity_grid,IT,submitted,synthetic_utility_invoice,2020
BILL-00006518,SITE-00108,ENT-IT-007,OFFICE-IT-108,office,IT,IT,natural_gas,scope1,2020-01-01,2020-03-31,217142.91,kWh,0.052,11291.43,5007,11,scope1_natural_gas_combustion,IT,submitted,synthetic_utility_invoice,2020
BILL-00006519,SITE-00108,ENT-IT-007,OFFICE-IT-108,office,IT,IT,diesel_fleet,scope1,2020-01-01,2020-03-31,1674.31,litres,1.1,1841.74,5007,11,scope1_diesel_combustion,IT,submitted,synthetic_utility_invoice,2020
BILL-00006520,SITE-00108,ENT-IT-007,OFFICE-IT-108,office,IT,IT,electricity,scope2_location,2020-04-01,2020-06-30,192097.63,kWh,0.15,28814.65,5007,11,scope2_location_electricity_grid,IT,submitted,synthetic_utility_invoice,2020
BILL-00006521,SITE-00108,ENT-IT-007,OFFICE-IT-108,office,IT,IT,natural_gas,scope1,2020-04-01,2020-06-30,77544.88,kWh,0.052,4032.33,5007,11,scope1_natural_gas_combustion,IT,submitted,synthetic_utility_invoice,2020
BILL-00006522,SITE-00108,ENT-IT-007,OFFICE-IT-108,office,IT,IT,diesel_fleet,scope1,2020-04-01,2020-06-30,2006.63,litres,1.1,2207.29,5007,11,scope1_diesel_combustion,IT,submitted,synthetic_utility_invoice,2020
BILL-00006523,SITE-00108,ENT-IT-007,OFFICE-IT-108,office,IT,IT,electricity,scope2_location,2020-07-01,2020-09-30,196398.9,kWh,0.15,29459.83,5007,11,scope2_location_electricity_grid,IT,submitted,synthetic_utility_invoice,2020
BILL-00006524,SITE-00108,ENT-IT-007,OFFICE-IT-108,office,IT,IT,natural_gas,scope1,2020-07-01,2020-09-30,14625.38,kWh,0.052,760.52,5007,11,scope1_natural_gas_combustion,IT,submitted,synthetic_utility_invoice,2020
BILL-00006525,SITE-00108,ENT-IT-007,OFFICE-IT-108,office,IT,IT,diesel_fleet,scope1,2020-07-01,2020-09-30,2288.66,litres,1.1,2517.52,5007,11,scope1_diesel_combustion,IT,submitted,synthetic_utility_invoice,2020
BILL-00006526,SITE-00108,ENT-IT-007,OFFICE-IT-108,office,IT,IT,electricity,scope2_location,2020-10-01,2020-12-31,232237.63,kWh,0.15,34835.65,5007,11,scope2_location_electricity_grid,IT,submitted,synthetic_utility_invoice,2020
BILL-00006527,SITE-00108,ENT-IT-007,OFFICE-IT-108,office,IT,IT,natural_gas,scope1,2020-10-01,2020-12-31,85472.65,kWh,0.052,4444.58,5007,11,scope1_natural_gas_combustion,IT,submitted,synthetic_utility_invoice,2020
BILL-00006528,SITE-00108,ENT-IT-007,OFFICE-IT-108,office,IT,IT,diesel_fleet,scope1,2020-10-01,2020-12-31,2230.83,litres,1.1,2453.92,5007,11,scope1_diesel_combustion,IT,submitted,synthetic_utility_invoice,2020
BILL-00006529,SITE-00108,ENT-IT-007,OFFICE-IT-108,office,IT,IT,electricity,scope2_location,2021-01-01,2021-03-31,226009.24,kWh,0.165,37291.52,5007,11,scope2_location_electricity_grid,IT,submitted,synthetic_utility_invoice,2021
BILL-00006530,SITE-00108,ENT-IT-007,OFFICE-IT-108,office,IT,IT,natural_gas,scope1,2021-01-01,2021-03-31,218451.6,kWh,0.065,14199.35,5007,11,scope1_natural_gas_combustion,IT,submitted,synthetic_utility_invoice,2021
BILL-00006531,SITE-00108,ENT-IT-007,OFFICE-IT-108,office,IT,IT,diesel_fleet,scope1,2021-01-01,2021-03-31,1938.8,litres,1.3,2520.44,5007,11,scope1_diesel_combustion,IT,submitted,synthetic_utility_invoice,2021
BILL-00006532,SITE-00108,ENT-IT-007,OFFICE-IT-108,office,IT,IT,electricity,scope2_location,2021-04-01,2021-06-30,195445.13,kWh,0.165,32248.45,5007,11,scope2_location_electricity_grid,IT,submitted,synthetic_utility_invoice,2021
BILL-00006533,SITE-00108,ENT-IT-007,OFFICE-IT-108,office,IT,IT,natural_gas,scope1,2021-04-01,2021-06-30,61986.26,kWh,0.065,4029.11,5007,11,scope1_natural_gas_combustion,IT,submitted,synthetic_utility_invoice,2021
BILL-00006534,SITE-00108,ENT-IT-007,OFFICE-IT-108,office,IT,IT,diesel_fleet,scope1,2021-04-01,2021-06-30,2203.92,litres,1.3,2865.1,5007,11,scope1_diesel_combustion,IT,submitted,synthetic_utility_invoice,2021
BILL-00006535,SITE-00108,ENT-IT-007,OFFICE-IT-108,office,IT,IT,electricity,scope2_location,2021-07-01,2021-09-30,201795.23,kWh,0.165,33296.21,5007,11,scope2_location_electricity_grid,IT,submitted,synthetic_utility_invoice,2021
BILL-00006536,SITE-00108,ENT-IT-007,OFFICE-IT-108,office,IT,IT,natural_gas,scope1,2021-07-01,2021-09-30,17307.8,kWh,0.065,1125.01,5007,11,scope1_natural_gas_combustion,IT,submitted,synthetic_utility_invoice,2021
BILL-00006537,SITE-00108,ENT-IT-007,OFFICE-IT-108,office,IT,IT,diesel_fleet,scope1,2021-07-01,2021-09-30,2185.01,litres,1.3,2840.52,5007,11,scope1_diesel_combustion,IT,submitted,synthetic_utility_invoice,2021
BILL-00006538,SITE-00108,ENT-IT-007,OFFICE-IT-108,office,IT,IT,electricity,scope2_location,2021-10-01,2021-12-31,242192.31,kWh,0.165,39961.73,5007,11,scope2_location_electricity_grid,IT,submitted,synthetic_utility_invoice,2021
BILL-00006539,SITE-00108,ENT-IT-007,OFFICE-IT-108,office,IT,IT,natural_gas,scope1,2021-10-01,2021-12-31,73076.5,kWh,0.065,4749.97,5007,11,scope1_natural_gas_combustion,IT,submitted,synthetic_utility_invoice,2021
BILL-00006540,SITE-00108,ENT-IT-007,OFFICE-IT-108,office,IT,IT,diesel_fleet,scope1,2021-10-01,2021-12-31,1968.99,litres,1.3,2559.68,5007,11,scope1_diesel_combustion,IT,submitted,synthetic_utility_invoice,2021
BILL-00006541,SITE-00108,ENT-IT-007,OFFICE-IT-108,office,IT,IT,electricity,scope2_location,2022-01-01,2022-03-31,240470.16,kWh,0.26,62522.24,5007,11,scope2_location_electricity_grid,IT,submitted,synthetic_utility_invoice,2022
BILL-00006542,SITE-00108,ENT-IT-007,OFFICE-IT-108,office,IT,IT,natural_gas,scope1,2022-01-01,2022-03-31,182222.17,kWh,0.145,26422.21,5007,11,scope1_natural_gas_combustion,IT,submitted,synthetic_utility_invoice,2022
