standard,paragraph_id,page,appendix,appendix_title,nearest_heading,text,paragraph_prefix,paragraph_number,paragraph_suffix,report_section,official_section_heading,mapping_method,paragraph_quality_score,paragraph_quality_issues
IFRS S2,B18,29,B,Application guidance,Additional considerations,"Although paragraph 22 requires an entity to disclose information about its climate resilience at each reporting date, the entity might carry out its climate-related scenario analysis in line with its strategic planning cycle, including a multi-year strategic planning cycle (for example, every three to five years). Therefore, in some reporting periods the entity’s disclosures in accordance with paragraph 22(b) could remain unchanged from the previous reporting period if the entity does not conduct a scenario analysis annually. The entity shall—at a minimum—update its climate-related scenario analysis in line with its strategic planning cycle. However, an assessment of the entity’s resilience is required to be carried out annually to reflect updated insight into the implications of climate uncertainty for the entity’s business model and strategy. As such, an entity’s disclosure in accordance with paragraph 22(a)— that is, the results of the entity’s resilience assessment—shall be updated at each reporting period. Permission to use information from a reporting period that is different from the entity’s reporting period, in specific circumstances",B,18,,Strategy,Additional considerations,auto_appendix_reference_or_heading,1.0,[]
IFRS S2,B19,30,B,Application guidance,Greenhouse gas emissions,"An entity might have a different reporting period from some or all of the entities in its value chain. Such a difference would mean that greenhouse gas emissions information from these entities in its value chain for the entity’s reporting period might not be readily available for the entity to use for its own disclosure. In such circumstances, the entity is permitted to measure its greenhouse gas emissions in accordance with paragraph 29(a)(i) using information for reporting periods that are different from its own reporting period if that information is obtained from entities in its value chain with reporting periods that are different from the entity’s reporting period, on the condition that: (a) the entity uses the most recent data available from those entities in its value chain without undue cost or effort to measure and disclose its greenhouse gas emissions; (b) the length of the reporting periods is the same; and (c) the entity discloses the effects of significant events and changes in circumstances (relevant to its greenhouse gas emissions) that occur between the reporting dates of the entities in its value chain and the date of the entity’s general purpose financial reports. Aggregation of greenhouse gases into CO2 equivalent using global warming potential values",B,19,,Metrics and Targets,Greenhouse gas emissions,auto_appendix_reference_or_heading,1.0,[]
IFRS S2,B20,30,B,Application guidance,Greenhouse gas emissions,"Paragraph 29(a) requires an entity to disclose its absolute gross greenhouse gas emissions generated during the reporting period, expressed as metric tonnes of CO2 equivalent. To meet this requirement, the entity shall aggregate the seven constituent greenhouse gases into CO2 equivalent values.",B,20,,Metrics and Targets,Greenhouse gas emissions,auto_appendix_reference_or_heading,1.0,[]
IFRS S2,B21,30,B,Application guidance,Greenhouse gas emissions,"If an entity uses direct measurement to measure its greenhouse gas emissions, the entity is required to convert the seven constituent greenhouse gases into a CO2 equivalent value using global warming potential values based on a 100-year time horizon, from the latest Intergovernmental Panel on Climate Change assessment available at the reporting date. The requirement to use such global warming potential values applies unless the entity is required, in whole or in part, by a jurisdictional authority or an exchange on which it is listed to use different global warming potential values for converting the seven constituent greenhouse gases into a CO2 equivalent value. In such a case, the entity is instead permitted to use the global warming potential values required by such a jurisdictional authority or exchange for the part of the entity to which that requirement applies, for as long as that requirement applies to that part of the entity.",B,21,,Metrics and Targets,Greenhouse gas emissions,auto_appendix_reference_or_heading,1.0,[]
IFRS S2,B22,31,B,Application guidance,Greenhouse gas emissions,"If an entity uses emission factors to estimate its greenhouse gas emissions, the entity shall use—as its basis for measuring its greenhouse gas emissions—the emission factors that best represent the entity’s activity (see paragraph B29). If these emission factors have already converted the constituent gases into CO2 equivalent values, the entity is not required to recalculate the emission factors using global warming potential values based on a 100-year time horizon from the latest Intergovernmental Panel on Climate Change assessment available at the reporting date. However, if an entity uses emission factors that are not converted into CO2 equivalent values, then the entity shall use the global warming potential values based on a 100-year time horizon from the latest Intergovernmental Panel on Climate Change assessment available at the reporting date. The requirement to use such global warming potential values applies unless the entity is required, in whole or in part, by a jurisdictional authority or an exchange on which it is listed to use different global warming potential values for converting the seven constituent greenhouse gases into a CO2 equivalent value. In such a case, the entity is instead permitted to use the global warming potential values required by such a jurisdictional authority or exchange for the part of the entity to which that requirement applies, for as long as that requirement applies to that part of the entity. Greenhouse Gas Protocol",B,22,,Metrics and Targets,Greenhouse gas emissions,auto_appendix_reference_or_heading,1.0,[]
IFRS S2,B23,31,B,Application guidance,Greenhouse gas emissions,"Paragraph 29(a)(ii) requires an entity to disclose its greenhouse gas emissions measured in accordance with the Greenhouse Gas Protocol: A Corporate Accounting and Reporting Standard (2004). For the avoidance of doubt, an entity shall apply the requirements in the Greenhouse Gas Protocol: A Corporate Accounting and Reporting Standard (2004) only to the extent that they do not conflict with the requirements in this Standard. For example, the Greenhouse Gas Protocol: A Corporate Accounting and Reporting Standard (2004) does not require an entity to disclose its Scope 3 greenhouse gas emissions, however, the entity is required to disclose Scope 3 greenhouse gas emissions in accordance with paragraph 29(a).",B,23,,Metrics and Targets,Greenhouse gas emissions,auto_appendix_reference_or_heading,1.0,[]
IFRS S2,B24,31,B,Application guidance,Greenhouse gas emissions,"An entity is required to use the Greenhouse Gas Protocol: A Corporate Accounting and Reporting Standard (2004) unless the entity is required, in whole or in part, by a jurisdictional authority or an exchange on which it is listed to use a different method for measuring its greenhouse gas emissions. If the entity is required, in whole or in part, by a jurisdictional authority or an exchange on which it is listed to use a different method for measuring its greenhouse gas emissions, the entity is permitted to use this different method for the part of the entity to which that requirement applies, rather than using the Greenhouse Gas Protocol: A Corporate Accounting and Reporting Standard (2004), for as long as such jurisdictional or exchange requirement applies to that part of the entity.",B,24,,Metrics and Targets,Greenhouse gas emissions,auto_appendix_reference_or_heading,1.0,[]
IFRS S2,B25,31,B,Application guidance,Greenhouse gas emissions,"In some circumstances, an entity might be subject to a requirement in the jurisdiction in which it operates to disclose its greenhouse gas emissions for a specific part of the entity or for some of its greenhouse gas emissions (for example, only for Scope 1 and Scope 2 greenhouse gas emissions). In such circumstances, the jurisdictional requirement does not exempt the entity from applying the requirements in this Standard to disclose the entity’s Scope 1, Scope 2 and Scope 3 greenhouse gas emissions for the entity as a whole.",B,25,,Metrics and Targets,Greenhouse gas emissions,auto_appendix_reference_or_heading,1.0,[]
IFRS S2,B26,32,B,Application guidance,"Measurement approach, inputs and assumptions","Paragraph 29(a)(iii) requires an entity to disclose the measurement approach, inputs and assumptions it uses to measure its greenhouse gas emissions. As part of this requirement, the entity shall include information about: (a) the measurement approach the entity uses in accordance with the Greenhouse Gas Protocol: A Corporate Accounting and Reporting Standard (2004) (see paragraph B27); (b) the applicable method if the entity is not using the Greenhouse Gas Protocol: A Corporate Accounting and Reporting Standard (2004) and the measurement approach the entity uses (see paragraph B28); and (c) the emission factors the entity uses (see paragraph B29). The measurement approach set out in the Greenhouse Gas Protocol",B,26,,Metrics and Targets,"Measurement approach, inputs and assumptions",auto_appendix_reference_or_heading,0.8,"[""missing_roman_ii""]"
IFRS S2,B27,32,B,Application guidance,"Measurement approach, inputs and assumptions","The Greenhouse Gas Protocol: A Corporate Accounting and Reporting Standard (2004) includes different measurement approaches that an entity might use when measuring its greenhouse gas emissions. In disclosing information in accordance with paragraph 29(a)(iii), the entity is required to disclose information about the measurement approach it uses. For example, when the entity discloses its greenhouse gas emissions measured in accordance with the Greenhouse Gas Protocol: A Corporate Accounting and Reporting Standard (2004), the entity is required to use the equity share or control approach. Specifically, the entity shall disclose: (a) the approach it uses to determine its greenhouse gas emissions (for example, the equity share or control approach in the Greenhouse Gas Protocol: A Corporate Accounting and Reporting Standard (2004)); and (b) the reason, or reasons, for the entity’s choice of measurement approach and how that approach relates to the disclosure objective in paragraph 27. Other methods and measurement approaches",B,27,,Metrics and Targets,"Measurement approach, inputs and assumptions",auto_appendix_reference_or_heading,1.0,[]
IFRS S2,B28,32,B,Application guidance,"Measurement approach, inputs and assumptions","When an entity discloses its greenhouse gas emissions measured in accordance with another method, applying paragraphs 29(a)(ii), B24–B25 or C4(a), the entity shall disclose for each alternative method: (a) the applicable method and measurement approach the entity uses to determine its greenhouse gas emissions; and (b) the reason, or reasons, for the entity’s choice of method and measurement approach and how that approach relates to the disclosure objective in paragraph 27. Emission factors",B,28,,Metrics and Targets,"Measurement approach, inputs and assumptions",auto_appendix_reference_or_heading,1.0,[]
IFRS S2,B29,33,B,Application guidance,"Measurement approach, inputs and assumptions","As part of an entity’s disclosure of the measurement approach, inputs and assumptions, the entity shall disclose information to enable users of general purpose financial reports to understand which emission factors the entity uses in its measurement of its greenhouse gas emissions. This Standard does not specify emission factors an entity is required to use in its measurement of its greenhouse gas emissions. Instead, this Standard requires an entity to use emission factors that best represent the entity’s activity as its basis for measuring its greenhouse gas emissions.",B,29,,Metrics and Targets,"Measurement approach, inputs and assumptions",auto_appendix_reference_or_heading,1.0,[]
IFRS S2,B30,33,B,Application guidance,Scope 2 greenhouse gas emissions,"Paragraph 29(a)(v) requires an entity to disclose its location-based Scope 2 greenhouse gas emissions and provide information about any contractual instruments the entity has entered into that could inform users’ understanding of the entity’s Scope 2 greenhouse gas emissions. For the avoidance of doubt, an entity is required to disclose its Scope 2 greenhouse gas emissions using a location-based approach and is required to provide information about contractual instruments only if such instruments exist and information about them informs users’ understanding of an entity’s Scope 2 greenhouse gas emissions.",B,30,,Metrics and Targets,Scope 2 greenhouse gas emissions,auto_appendix_reference_or_heading,0.8,"[""missing_roman_iv""]"
IFRS S2,B31,33,B,Application guidance,Scope 2 greenhouse gas emissions,Contractual instruments are any type of contract between an entity and another party for the sale and purchase of energy bundled with attributes about the energy generation or for unbundled energy attribute claims (unbundled energy attribute claims relate to the sale and purchase of energy that is separate and distinct from the greenhouse gas attribute contractual instruments). Various types of contractual instruments are available in different markets and the entity might disclose information about its market-based Scope 2 greenhouse gas emissions as part of its disclosure.,B,31,,Metrics and Targets,Scope 2 greenhouse gas emissions,auto_appendix_reference_or_heading,1.0,[]
IFRS S2,B32,33,B,Application guidance,Scope 3 greenhouse gas emissions,"In accordance with paragraph 29(a)(vi), an entity shall disclose information about its Scope 3 greenhouse gas emissions to enable users of general purpose financial reports to understand the source of these emissions. The entity shall consider its entire value chain (upstream and downstream) and shall consider all 15 categories of Scope 3 greenhouse gas emissions, as described in the Greenhouse Gas Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard (2011). In accordance with paragraph 29(a)(vi), the entity shall disclose which of these categories are included in its Scope 3 greenhouse gas emissions disclosures.",B,32,,Metrics and Targets,Scope 3 greenhouse gas emissions,auto_appendix_reference_or_heading,1.0,[]
IFRS S2,B33,33,B,Application guidance,Scope 3 greenhouse gas emissions,"For the avoidance of doubt, regardless of the method an entity uses to measure its greenhouse gas emissions, the entity is required to disclose the categories included within its measure of Scope 3 greenhouse gas emissions as described in paragraph 29(a)(vi)(1).",B,33,,Metrics and Targets,Scope 3 greenhouse gas emissions,auto_appendix_reference_or_heading,1.0,[]
IFRS S2,B34,34,B,Application guidance,Scope 3 greenhouse gas emissions,"In accordance with paragraph B11 in IFRS S1, on the occurrence of a significant event or a significant change in circumstances, an entity shall reassess the scope of all affected climate-related risks and opportunities throughout its value chain, including reassessing which Scope 3 categories and entities throughout its value chain to include in the measurement of its Scope 3 greenhouse gas emissions. A significant event or significant change in circumstances can occur without the entity being involved in that event or change in circumstances or as a result of a change in what the entity assesses to be important to users of general purpose financial reports. For example, such significant events or significant changes in circumstances might include: (a) a significant change in the entity’s value chain (for example, a supplier in the entity’s value chain makes a change that significantly alters the supplier’s greenhouse gas emissions); (b) a significant change in the entity’s business model, activities or corporate structure (for example, a merger or acquisition that expands the entity’s value chain); and (c) a significant change in the entity’s exposure to climate-related risks and opportunities (for example, a supplier in the entity’s value chain is affected by the introduction of an emissions regulation that the entity had not anticipated).",B,34,,Metrics and Targets,Scope 3 greenhouse gas emissions,auto_appendix_reference_or_heading,1.0,[]
IFRS S2,B35,34,B,Application guidance,Scope 3 greenhouse gas emissions,"An entity is permitted, but not required, to reassess the scope of any climate-related risk or opportunity throughout its value chain more frequently than required by paragraph B11 in IFRS S1.",B,35,,Metrics and Targets,Scope 3 greenhouse gas emissions,auto_appendix_reference_or_heading,1.0,[]
IFRS S2,B36,34,B,Application guidance,Scope 3 greenhouse gas emissions,"In accordance with paragraph B6(b) in IFRS S1, to determine the scope of the value chain, which includes its breadth and composition, an entity shall use all reasonable and supportable information that is available to the entity at the reporting date without undue cost or effort.",B,36,,Metrics and Targets,Scope 3 greenhouse gas emissions,auto_appendix_reference_or_heading,1.0,[]
IFRS S2,B37,34,B,Application guidance,Scope 3 greenhouse gas emissions,"An entity that participates in one or more financial activities associated with asset management, commercial banking and insurance shall disclose additional information about the financed emissions associated with those activities as part of the entity’s disclosure of its Scope 3 greenhouse gas emissions (see paragraphs B58–B63A).",B,37,,Metrics and Targets,Scope 3 greenhouse gas emissions,auto_appendix_reference_or_heading,1.0,[]
IFRS S2,B38,34,B,Application guidance,Scope 3 measurement framework,"An entity’s measurement of Scope 3 greenhouse gas emissions is likely to include the use of estimation rather than solely comprising direct measurement. In measuring Scope 3 greenhouse gas emissions an entity shall use a measurement approach, inputs and assumptions that result in a faithful representation of this measurement. The measurement framework described in paragraphs B40–B54 provides guidance for an entity to use in preparing its Scope 3 greenhouse gas emissions disclosures.",B,38,,Metrics and Targets,Scope 3 measurement framework,auto_appendix_reference_or_heading,1.0,[]
IFRS S2,B39,34,B,Application guidance,Scope 3 measurement framework,"An entity is required to use all reasonable and supportable information that is available to the entity at the reporting date without undue cost or effort when the entity selects the measurement approach, inputs and assumptions it uses in measuring Scope 3 greenhouse gas emissions.",B,39,,Metrics and Targets,Scope 3 measurement framework,auto_appendix_reference_or_heading,1.0,[]
IFRS S2,B40,35,B,Application guidance,Scope 3 measurement framework,"An entity’s measurement of Scope 3 greenhouse gas emissions relies upon a range of inputs. This Standard does not specify the inputs the entity is required to use to measure its Scope 3 greenhouse gas emissions, but does require the entity to prioritise inputs and assumptions using these identifying characteristics (which are listed in no particular order): (a) data based on direct measurement (paragraphs B43–B45); (b) data from specific activities within the entity’s value chain (paragraphs B46–B49); (c) timely data that faithfully represents the jurisdiction of, and the technology used for, the value chain activity and its greenhouse gas (d) data that has been verified (paragraphs B53–B54).",B,40,,Metrics and Targets,Scope 3 measurement framework,auto_appendix_reference_or_heading,1.0,[]
IFRS S2,B41,35,B,Application guidance,emissions (paragraphs B50–B52); and,"An entity is required to apply the Scope 3 measurement framework to prioritise inputs and assumptions even when the entity is required by a jurisdictional authority or an exchange on which the entity is listed to use a method other than the Greenhouse Gas Protocol: A Corporate Accounting and Reporting Standard (2004) for measuring its greenhouse gas emissions (see paragraphs B24–B25), or whether the entity uses the transition relief described in paragraph C4(a).",B,41,,Metrics and Targets,emissions (paragraphs B50–B52); and,auto_appendix_reference_or_heading,1.0,[]
IFRS S2,B43,35,B,Application guidance,emissions (paragraphs B50–B52); and,Two methods are used to quantify Scope 3 greenhouse gas emissions: direct measurement and estimation. Of these two methods—and with all else being equal—an entity shall prioritise direct measurement.,B,43,,Metrics and Targets,emissions (paragraphs B50–B52); and,auto_appendix_reference_or_heading,1.0,[]
IFRS S2,B44,35,B,Application guidance,emissions (paragraphs B50–B52); and,"‘Direct measurement’ refers to the direct monitoring of greenhouse gas emissions and, in theory, provides the most accurate evidence. However, it is expected that Scope 3 greenhouse gas emissions data will include estimation due to the challenges associated with direct measurement of Scope 3 greenhouse gas emissions.",B,44,,Metrics and Targets,emissions (paragraphs B50–B52); and,auto_appendix_reference_or_heading,1.0,[]
IFRS S2,B45,35,B,Application guidance,emissions (paragraphs B50–B52); and,"Estimation of Scope 3 greenhouse gas emissions involves approximate calculations of data based on assumptions and appropriate inputs. An entity that measures its Scope 3 greenhouse gas emissions using estimation is likely to use two types of input: (a) data that represents the entity’s activity that results in greenhouse gas emissions (activity data). For example, the entity might use distance travelled as activity data to represent the transport of goods within its value chain. (b) emission factors that convert activity data into greenhouse gas emissions. For example, the entity will convert the distance travelled (activity data) into greenhouse gas emissions data using emission factors. Data from specific activities within the entity’s value chain",B,45,,Metrics and Targets,emissions (paragraphs B50–B52); and,auto_appendix_reference_or_heading,1.0,[]
IFRS S2,B46,36,B,Application guidance,emissions (paragraphs B50–B52); and,"An entity’s measurement of its Scope 3 greenhouse gas emissions will be based on data obtained directly from specific activities within the entity’s value chain (primary data), data not obtained directly from activities within the entity’s value chain (secondary data), or a combination of both.",B,46,,Metrics and Targets,emissions (paragraphs B50–B52); and,auto_appendix_reference_or_heading,1.0,[]
IFRS S2,B47,36,B,Application guidance,emissions (paragraphs B50–B52); and,"In measuring an entity’s Scope 3 greenhouse gas emissions, primary data is more likely to be representative of the entity’s value chain activity and its greenhouse gas emissions than secondary data. Therefore, the entity shall prioritise—with all else being equal—the use of primary data.",B,47,,Metrics and Targets,emissions (paragraphs B50–B52); and,auto_appendix_reference_or_heading,1.0,[]
IFRS S2,B48,36,B,Application guidance,emissions (paragraphs B50–B52); and,"Primary data for Scope 3 greenhouse gas emissions includes data provided by suppliers or other entities in the value chain related to specific activities in an entity’s value chain. For example, primary data could be sourced from meter readings, utility bills or other methods that represent specific activities in the entity’s value chain. Primary data could be collected internally (for example, through the entity’s own records), or externally from suppliers and other value chain partners (for example, supplier-specific emission factors for purchased goods or services). Data from specific activities within an entity’s value chain provides a more accurate representation of the entity’s specific value chain activities and, therefore, will provide a better basis for measuring the entity’s Scope 3 greenhouse gas emissions.",B,48,,Metrics and Targets,emissions (paragraphs B50–B52); and,auto_appendix_reference_or_heading,1.0,[]
IFRS S2,B49,36,B,Application guidance,emissions (paragraphs B50–B52); and,"Secondary data for Scope 3 greenhouse gas emissions is data that is not obtained directly from specific activities within an entity’s value chain. Secondary data is often supplied by third-party data providers and includes industry-average data (for example, from published databases, government statistics, literature studies and industry associations). Secondary data includes data used to approximate the activity or emission factors. Additionally, secondary data includes primary data from a specific activity (proxy data) used to estimate greenhouse gas emissions for another activity. If an entity uses secondary data to measure its Scope 3 greenhouse gas emissions, it shall consider the extent to which the data faithfully represents the entity’s activities. Timely data that faithfully represents the jurisdiction of, and the technology used for, the value chain activity and its greenhouse gas emissions",B,49,,Metrics and Targets,emissions (paragraphs B50–B52); and,auto_appendix_reference_or_heading,0.8,"[""heading_leakage""]"
IFRS S2,B53,37,B,Application guidance,emissions (paragraphs B50–B52); and,"An entity shall prioritise Scope 3 greenhouse gas emissions data that is verified. Verification can provide users of general purpose financial reports with confidence that the information is complete, neutral and accurate.",B,53,,Metrics and Targets,emissions (paragraphs B50–B52); and,auto_appendix_reference_or_heading,1.0,[]
IFRS S2,B54,37,B,Application guidance,emissions (paragraphs B50–B52); and,"Verified data might include data that has been internally or externally verified. Verification can take place in several ways, including on-site checking, reviewing calculations, or cross-checking of data against other sources. However, in some cases an entity might be unable to verify its Scope 3 greenhouse gas emissions without undue cost or effort. For example, the entity might be prevented from obtaining a complete set of verified data due to the volume of data or because the data is obtained from entities in the value chain that are separated by many tiers from the reporting entity, that is, entities that the reporting entity does not interact with directly. In such cases, an entity might need to use unverified data. Disclosure of inputs to Scope 3 greenhouse gas emissions",B,54,,Metrics and Targets,emissions (paragraphs B50–B52); and,auto_appendix_reference_or_heading,0.8,"[""heading_leakage""]"
IFRS S2,B55,37,B,Application guidance,emissions (paragraphs B50–B52); and,"An entity shall disclose information about the measurement approach, inputs and assumptions it uses to measure its Scope 3 greenhouse gas emissions in accordance with paragraph 29(a)(iii). This disclosure shall include information about the characteristics of the data inputs as described in paragraph B40. The purpose of this disclosure is to provide users of general purpose financial reports with information about how the entity has prioritised the highest quality data available, which faithfully represents the value chain activity and its Scope 3 greenhouse gas emissions. This disclosure also helps users of general purpose financial reports to understand why the measurement approach, inputs and assumptions the entity uses to estimate its Scope 3 greenhouse gas emissions are relevant.",B,55,,Metrics and Targets,emissions (paragraphs B50–B52); and,auto_appendix_reference_or_heading,1.0,[]
IFRS S2,B56,38,B,Application guidance,emissions (paragraphs B50–B52); and,"As part of the requirement in paragraph 29(a)(iii), and to reflect how an entity prioritises Scope 3 data in accordance with the measurement framework set out in paragraphs B40–B54, the entity shall disclose information that enables users of general purpose financial reports to understand: (a) the extent to which the entity’s Scope 3 greenhouse gas emissions are measured using inputs from specific activities within the entity’s value chain; and (b) the extent to which the entity’s Scope 3 greenhouse gas emissions are measured using inputs that are verified.",B,56,,Metrics and Targets,emissions (paragraphs B50–B52); and,auto_appendix_reference_or_heading,1.0,[]
IFRS S2,B57,38,B,Application guidance,emissions (paragraphs B50–B52); and,"This Standard includes the presumption that Scope 3 greenhouse gas emissions can be estimated reliably using secondary data and industry averages. In those rare cases when an entity determines it is impracticable to estimate its Scope 3 greenhouse gas emissions, the entity shall disclose how it is managing its Scope 3 greenhouse gas emissions. Applying a requirement is impracticable when the entity cannot apply it after making every reasonable effort to do so.",B,57,,Metrics and Targets,emissions (paragraphs B50–B52); and,auto_appendix_reference_or_heading,1.0,[]
IFRS S2,B58,38,B,Application guidance,Financed emissions,"Entities participating in financial activities face risks and opportunities related to the greenhouse gas emissions associated with those activities. Counterparties, borrowers or investees with higher greenhouse gas emissions might be susceptible to risks associated with technological changes, shifts in supply and demand and policy change, which in turn can affect the financial institution that is providing financial services to these entities. These risks and opportunities can arise in the form of credit risk, market risk, reputational risk and other financial and operational risks. For example, credit risk might arise in relation to financing clients affected by increasingly stringent carbon taxes, fuel efficiency regulations or other policies; credit risk might also arise through technological shifts. Reputational risk might arise from financing fossil-fuel projects. Entities participating in financial activities, including commercial and investment banks, asset managers and insurance entities, are increasingly monitoring and managing such risks by measuring their financed emissions. This measurement serves as an indicator of an entity’s exposure to climate-related risks and opportunities and how the entity might need to adapt its financial activities over time.",B,58,,Metrics and Targets,Financed emissions,auto_appendix_reference_or_heading,1.0,[]
IFRS S2,B59,38,B,Application guidance,Financed emissions,"Paragraph 29(a)(i)(3) requires an entity to disclose its absolute gross Scope 3 greenhouse gas emissions generated during the reporting period, including upstream and downstream emissions. An entity that participates in one or more of the following financial activities is required to disclose additional and specific information about its financed emissions (which are part of Category 15 greenhouse gas emissions): (a) asset management (see paragraph B61); (b) commercial banking (see paragraphs B62–B62A); and (c) insurance (see paragraphs B63–B63A).",B,59,,Metrics and Targets,Financed emissions,auto_appendix_reference_or_heading,1.0,[]
IFRS S2,B60,39,B,Application guidance,Financed emissions,An entity shall apply the requirements for disclosing greenhouse gas emissions in accordance with paragraph 29(a) when disclosing information about its financed emissions.,B,60,,Metrics and Targets,Financed emissions,auto_appendix_reference_or_heading,1.0,[]
IFRS S2,B61,39,B,Application guidance,Asset management,"An entity that participates in asset management activities shall disclose: (a) its absolute gross financed emissions, disaggregated by Scope 1, Scope 2 and Scope 3 greenhouse gas emissions. (b) for each of the disaggregated items in paragraph B61(a), the total amount of assets under management (AUM) that is included in the financed emissions disclosure, expressed in the presentation currency of the entity’s financial statements. (c) the percentage of the entity’s total AUM included in the financed emissions calculation. If the percentage is less than 100%, the entity shall disclose information that explains the exclusions, including types of assets and associated amount of AUM. (d) the methodology used to calculate the financed emissions, including the method of allocation the entity used to attribute its share of emissions in relation to the size of investments.",B,61,,Metrics and Targets,Asset management,auto_appendix_reference_or_heading,1.0,[]
IFRS S2,B62,39,B,Application guidance,Commercial banking,"An entity that participates in commercial banking activities shall disclose: (a) its absolute gross financed emissions, disaggregated by Scope 1, Scope 2 and Scope 3 greenhouse gas emissions for each industry by asset class. (b) its gross exposure to each industry by asset class, expressed in the presentation currency of the entity’s financial statements. For: (i) funded amounts—gross exposure shall be calculated as the funded carrying amounts (before subtracting the loss allowance, when applicable), whether prepared in accordance with IFRS Accounting Standards or other GAAP. (ii) undrawn loan commitments—the entity shall disclose the full amount of the commitment separately from the drawn portion of loan commitments. (c) the percentage of the entity’s gross exposure included in the financed emissions calculation. The entity shall: (i) if the percentage of the entity’s gross exposure included in the financed emissions calculation is less than 100%, disclose information that explains the exclusions, including the type of assets excluded. (ii) for funded amounts, exclude from gross exposure all impacts of risk mitigants, if applicable. (iii) disclose separately the percentage of its undrawn loan commitments included in the financed emissions calculation. (d) the methodology the entity used to calculate its financed emissions, including the method of allocation the entity used to attribute its share of emissions in relation to the size of its gross exposure.",B,62,,Metrics and Targets,Commercial banking,auto_appendix_reference_or_heading,1.0,[]
IFRS S2,B62A,40,B,Application guidance,Commercial banking,"When disaggregating information disclosed in accordance with paragraph B62(a)–(b) by: (a) industry—an entity shall: (i) select an industry-classification system that enables it to classify investees or counterparties in a manner that results in information that enables users of general purpose financial reports to understand the entity’s exposure to climate-related transition risks. A system that is commonly used by other entities such as those operating in the same industry or jurisdiction (commonly used system) is more likely to support the comparability of information than a system used only by the entity (entity-specific system). If a commonly used system enables the entity to provide useful information about its exposure to climate-related transition risks—with all else being equal—the entity shall prioritise that system. An entity that participates in both commercial banking and insurance activities need not use the same system to classify investees or counterparties for its commercial banking and insurance activities (see paragraph B63A(a)(i)). (ii) disclose: (1) the industry-classification system it used to classify investees or counterparties; and (2) information that enables users of general purpose financial reports to understand how the entity’s selection of that system fulfils the requirements in paragraph B62A(a)(i). (b) asset class—the disclosure shall include loans, project finance, bonds, equity investments and undrawn loan commitments. If the entity calculates and discloses financed emissions for other asset classes, it shall include an explanation of why the inclusion of those additional asset classes provides relevant information to users of general purpose financial reports.",B,62,A,Metrics and Targets,Commercial banking,auto_appendix_reference_or_heading,1.0,[]
IFRS S2,B63,41,B,Application guidance,Insurance,"An entity that participates in financial activities associated with the insurance industry shall disclose: (a) its absolute gross financed emissions, disaggregated by Scope 1, Scope 2 and Scope 3 greenhouse gas emissions for each industry by asset class. (b) the gross exposure for each industry by asset class, expressed in the presentation currency of the entity’s financial statements. For: (i) funded amounts—gross exposure shall be calculated as the funded carrying amounts (before subtracting the loss allowance, when applicable), whether prepared in accordance with IFRS Accounting Standards or other GAAP. (ii) undrawn loan commitments—the entity shall disclose the full amount of the commitment separately from the drawn portion of loan commitments. (c) the percentage of the entity’s gross exposure included in the financed emissions calculation. The entity shall: (i) if the percentage of the entity’s gross exposure included in the financed emissions calculation is less than 100%, disclose information that explains the exclusions, including type of assets excluded. (ii) disclose separately the percentage of its undrawn loan commitments included in the financed emissions calculation. (d) the methodology the entity used to calculate its financed emissions, including the method of allocation the entity used to attribute its share of emissions in relation to the size of its gross exposure.",B,63,,Metrics and Targets,Insurance,auto_appendix_reference_or_heading,1.0,[]
IFRS S2,B63A,41,B,Application guidance,Insurance,"When disaggregating information disclosed in accordance with paragraph B63(a)–(b) by: (a) industry—an entity shall: (i) select an industry-classification system that enables it to classify investees or counterparties in a manner that results in information that enables users of general purpose financial reports to understand the entity’s exposure to climate-related transition risks. A system that is commonly used by other entities such as those operating in the same industry or jurisdiction (commonly used system) is more likely to support the comparability of information than a system used only by the entity (entity-specific system). If a commonly used system enables the entity to provide useful information about its exposure to climate-related transition risks—with all else being equal—the entity shall prioritise that system. An entity that participates in both commercial banking and insurance activities need not use the same system to classify investees or counterparties for its commercial banking and insurance activities (see paragraph B62A(a)(i)). (ii) disclose: (1) the industry-classification system it used to classify investees or counterparties; and (2) information that enables users of general purpose financial reports to understand how the entity’s selection of that system fulfils the requirements in paragraph B63A(a)(i). (b) asset class—the disclosure shall include loans, bonds, equity investments and undrawn loan commitments. If the entity calculates and discloses financed emissions for other asset classes, it shall include an explanation of why the inclusion of those additional asset classes provides relevant information to users of general purpose financial reports.",B,63,A,Metrics and Targets,Insurance,auto_appendix_reference_or_heading,1.0,[]
IFRS S2,B64,42,B,Application guidance,Cross-industry metric categories (paragraph 29(b)–(g)),"In addition to information about an entity’s greenhouse gas emissions, the entity is required to disclose information relevant to the cross-industry metric categories set out in paragraph 29(b)–(g).",B,64,,Metrics and Targets,Cross-industry metric categories (paragraph 29(b)–(g)),auto_appendix_reference_or_heading,1.0,[]
