travel_id,bank_id,employee_id_hash,travel_date,mode,distance_km,emission_factor_kg_co2e_per_km,emissions_kg_co2e,purpose
TR001021,BANK01,EMP41113,2024-11-26,air_short,1122,0.255,286.1,conference
TR001022,BANK01,EMP41890,2024-08-13,air_short,1014,0.255,258.6,internal_meeting
TR001023,BANK01,EMP35072,2024-05-19,air_short,302,0.255,77.0,conference
TR001024,BANK01,EMP01077,2024-12-18,air_short,812,0.255,207.1,training
TR001025,BANK01,EMP13809,2024-02-25,air_short,334,0.255,85.2,audit
TR001026,BANK01,EMP00990,2024-06-24,air_short,397,0.255,101.2,internal_meeting
TR001027,BANK01,EMP47916,2024-11-19,rail,656,0.041,26.9,internal_meeting
TR001028,BANK01,EMP01646,2024-06-18,car,195,0.171,33.3,training
TR001029,BANK01,EMP25073,2024-03-16,rail,809,0.041,33.2,audit
TR001030,BANK01,EMP29005,2024-10-06,air_short,1319,0.255,336.3,internal_meeting
TR001031,BANK01,EMP38041,2024-05-28,car,666,0.171,113.9,internal_meeting
TR001032,BANK01,EMP35357,2024-09-15,air_short,1484,0.255,378.4,audit
TR001033,BANK01,EMP12243,2024-09-28,air_short,1211,0.255,308.8,client_meeting
TR001034,BANK01,EMP47582,2024-09-17,rail,1087,0.041,44.6,internal_meeting
TR001035,BANK01,EMP04666,2024-10-14,rail,124,0.041,5.1,audit
TR001036,BANK01,EMP26491,2024-11-21,rail,1170,0.041,48.0,client_meeting
TR001037,BANK01,EMP43865,2024-06-12,car,211,0.171,36.1,conference
TR001038,BANK01,EMP29328,2024-02-20,rail,528,0.041,21.6,audit
TR001039,BANK01,EMP29623,2024-06-17,rail,830,0.041,34.0,client_meeting
TR001040,BANK01,EMP08662,2024-01-18,rail,165,0.041,6.8,conference
TR001041,BANK01,EMP38367,2024-01-25,air_short,559,0.255,142.5,conference
TR001042,BANK01,EMP26143,2024-05-12,car,697,0.171,119.2,audit
TR001043,BANK01,EMP09768,2024-06-01,air_short,1313,0.255,334.8,training
TR001044,BANK01,EMP41645,2024-02-21,car,291,0.171,49.8,audit
TR001045,BANK01,EMP04429,2024-04-02,air_long,6847,0.15,1027.0,client_meeting
TR001046,BANK01,EMP44639,2024-11-28,rail,468,0.041,19.2,client_meeting
TR001047,BANK01,EMP41853,2024-07-19,rail,987,0.041,40.5,conference
TR001048,BANK01,EMP32029,2024-12-21,rail,235,0.041,9.6,audit
TR001049,BANK01,EMP24031,2024-03-10,air_short,674,0.255,171.9,client_meeting
TR001050,BANK01,EMP42692,2024-01-03,air_long,7108,0.15,1066.2,client_meeting
TR001051,BANK01,EMP11697,2024-02-16,rail,1174,0.041,48.1,training
TR001052,BANK01,EMP19347,2024-02-05,air_short,1464,0.255,373.3,conference
TR001053,BANK01,EMP24759,2024-01-13,car,613,0.171,104.8,training
TR001054,BANK01,EMP09195,2024-04-18,air_short,781,0.255,199.2,internal_meeting
TR001055,BANK01,EMP31077,2024-02-29,car,337,0.171,57.6,client_meeting
TR001056,BANK01,EMP42199,2024-05-01,air_long,2002,0.15,300.3,conference
TR001057,BANK01,EMP16754,2024-03-03,car,124,0.171,21.2,audit
TR001058,BANK01,EMP01667,2024-09-14,air_short,422,0.255,107.6,training
TR001059,BANK01,EMP06864,2024-12-01,air_long,7398,0.15,1109.7,client_meeting
TR001060,BANK01,EMP30472,2024-11-22,air_long,7786,0.15,1167.9,conference
TR001061,BANK01,EMP23899,2024-08-18,rail,858,0.041,35.2,audit
TR001062,BANK01,EMP41185,2024-08-24,air_short,761,0.255,194.1,training
TR001063,BANK01,EMP05448,2024-01-11,rail,1101,0.041,45.1,audit
TR001064,BANK01,EMP34686,2024-05-24,rail,545,0.041,22.3,audit
TR001065,BANK01,EMP02817,2024-10-02,rail,432,0.041,17.7,client_meeting
TR001066,BANK01,EMP01626,2024-05-15,air_short,738,0.255,188.2,audit
TR001067,BANK01,EMP00141,2024-01-13,rail,1048,0.041,43.0,internal_meeting
TR001068,BANK01,EMP29274,2024-06-26,air_long,4363,0.15,654.4,internal_meeting
TR001069,BANK01,EMP05857,2024-08-05,rail,695,0.041,28.5,internal_meeting
TR001070,BANK01,EMP09245,2024-11-20,air_long,2160,0.15,324.0,internal_meeting
TR001071,BANK01,EMP31110,2024-03-30,air_short,1014,0.255,258.6,conference
TR001072,BANK01,EMP03469,2024-05-12,car,607,0.171,103.8,audit
TR001073,BANK01,EMP28131,2024-12-21,car,780,0.171,133.4,client_meeting
TR001074,BANK01,EMP19959,2024-12-25,air_short,1052,0.255,268.3,internal_meeting
TR001075,BANK01,EMP08315,2024-02-17,air_short,952,0.255,242.8,client_meeting
TR001076,BANK01,EMP06928,2024-01-01,air_short,519,0.255,132.3,audit
TR001077,BANK01,EMP28110,2024-04-29,air_long,8471,0.15,1270.6,training
TR001078,BANK01,EMP13237,2024-11-30,air_short,983,0.255,250.7,conference
TR001079,BANK01,EMP35005,2024-07-29,air_short,325,0.255,82.9,audit
TR001080,BANK01,EMP19060,2024-08-30,rail,729,0.041,29.9,internal_meeting
TR001081,BANK01,EMP41668,2024-08-26,air_short,936,0.255,238.7,training
TR001082,BANK01,EMP29115,2024-07-13,car,520,0.171,88.9,audit
TR001083,BANK01,EMP31614,2024-04-23,rail,1106,0.041,45.3,audit
TR001084,BANK01,EMP14717,2024-03-23,air_long,6632,0.15,994.8,internal_meeting
TR001085,BANK01,EMP47481,2024-01-09,rail,642,0.041,26.3,audit
TR001086,BANK01,EMP05026,2024-06-28,air_short,426,0.255,108.6,client_meeting
TR001087,BANK01,EMP14654,2024-01-30,rail,555,0.041,22.8,training
TR001088,BANK01,EMP38733,2024-08-02,air_long,2736,0.15,410.4,client_meeting
TR001089,BANK01,EMP44875,2024-11-18,rail,805,0.041,33.0,internal_meeting
TR001090,BANK01,EMP25792,2024-03-05,air_short,1334,0.255,340.2,audit
TR001091,BANK01,EMP33349,2024-02-14,rail,479,0.041,19.6,training
TR001092,BANK01,EMP12650,2024-01-14,rail,209,0.041,8.6,audit
TR001093,BANK01,EMP17240,2024-04-12,air_long,2186,0.15,327.9,training
TR001094,BANK01,EMP28516,2024-09-27,rail,611,0.041,25.1,client_meeting
TR001095,BANK01,EMP41222,2024-05-07,rail,1007,0.041,41.3,training
TR001096,BANK01,EMP46127,2024-08-05,air_long,8890,0.15,1333.5,conference
TR001097,BANK01,EMP19021,2024-05-03,air_long,8059,0.15,1208.8,client_meeting
TR001098,BANK01,EMP39499,2024-11-23,rail,717,0.041,29.4,internal_meeting
TR001099,BANK01,EMP31656,2024-01-13,air_short,1381,0.255,352.2,audit
TR001100,BANK01,EMP27567,2024-12-10,rail,787,0.041,32.3,internal_meeting
TR001101,BANK01,EMP17355,2024-09-26,rail,739,0.041,30.3,internal_meeting
TR001102,BANK01,EMP06690,2024-04-05,air_long,5405,0.15,810.8,training
TR001103,BANK01,EMP26374,2024-04-24,air_long,6991,0.15,1048.6,training
TR001104,BANK01,EMP17121,2024-08-27,air_short,513,0.255,130.8,conference
TR001105,BANK01,EMP26276,2024-11-08,air_short,672,0.255,171.4,conference
TR001106,BANK01,EMP38845,2024-04-01,air_long,7746,0.15,1161.9,client_meeting
TR001107,BANK01,EMP24351,2024-12-18,air_long,5279,0.15,791.9,internal_meeting
TR001108,BANK01,EMP29772,2024-01-15,rail,633,0.041,26.0,training
TR001109,BANK01,EMP44758,2024-06-19,air_short,347,0.255,88.5,audit
TR001110,BANK01,EMP35041,2024-08-23,car,369,0.171,63.1,audit
TR001111,BANK01,EMP11718,2024-08-21,air_short,762,0.255,194.3,conference
TR001112,BANK01,EMP22948,2024-11-06,air_short,1397,0.255,356.2,training
TR001113,BANK01,EMP18805,2024-10-04,air_long,3598,0.15,539.7,audit
TR001114,BANK01,EMP16274,2024-06-07,air_short,331,0.255,84.4,client_meeting
TR001115,BANK01,EMP17174,2024-02-20,air_long,4051,0.15,607.6,client_meeting
TR001116,BANK01,EMP42869,2024-02-21,rail,323,0.041,13.2,training
TR001117,BANK01,EMP42001,2024-12-04,rail,555,0.041,22.8,client_meeting
TR001118,BANK01,EMP34065,2024-05-08,rail,581,0.041,23.8,training
TR001119,BANK01,EMP30061,2024-08-31,rail,302,0.041,12.4,client_meeting
TR001120,BANK01,EMP25243,2024-11-27,air_short,1206,0.255,307.5,audit
TR001121,BANK01,EMP06299,2024-12-14,car,654,0.171,111.8,conference
TR001122,BANK01,EMP34483,2024-01-02,air_short,1298,0.255,331.0,internal_meeting
TR001123,BANK01,EMP37105,2024-11-21,air_short,1401,0.255,357.3,client_meeting
TR001124,BANK01,EMP40483,2024-07-18,car,669,0.171,114.4,training
TR001125,BANK01,EMP37031,2024-05-05,rail,416,0.041,17.1,conference
TR001126,BANK01,EMP20906,2024-10-11,air_long,2538,0.15,380.7,conference
TR001127,BANK01,EMP36054,2024-07-16,car,293,0.171,50.1,training
TR001128,BANK01,EMP00535,2024-07-05,air_long,1858,0.15,278.7,audit
TR001129,BANK01,EMP33519,2024-01-07,air_long,8569,0.15,1285.3,client_meeting
TR001130,BANK01,EMP29889,2024-10-02,rail,780,0.041,32.0,internal_meeting
TR001131,BANK01,EMP41264,2024-03-23,rail,1172,0.041,48.1,internal_meeting
TR001132,BANK01,EMP04025,2024-10-04,air_short,690,0.255,176.0,client_meeting
TR001133,BANK01,EMP13440,2024-12-28,car,220,0.171,37.6,audit
TR001134,BANK01,EMP17637,2024-02-05,air_long,2870,0.15,430.5,training
TR001135,BANK01,EMP00171,2024-12-13,car,506,0.171,86.5,internal_meeting
TR001136,BANK01,EMP38952,2024-06-06,air_long,6576,0.15,986.4,internal_meeting
TR001137,BANK01,EMP15579,2024-06-05,rail,780,0.041,32.0,audit
TR001138,BANK01,EMP42927,2024-05-17,air_short,1099,0.255,280.2,audit
TR001139,BANK01,EMP15713,2024-07-03,air_short,481,0.255,122.7,training
TR001140,BANK01,EMP33782,2024-11-28,car,202,0.171,34.5,internal_meeting
TR001141,BANK01,EMP06387,2024-08-10,air_short,741,0.255,189.0,client_meeting
TR001142,BANK01,EMP31998,2024-07-06,rail,757,0.041,31.0,internal_meeting
TR001143,BANK01,EMP17818,2024-10-26,air_short,606,0.255,154.5,audit
TR001144,BANK01,EMP28089,2024-08-27,rail,709,0.041,29.1,audit
TR001145,BANK01,EMP30422,2024-11-01,air_short,621,0.255,158.4,audit
TR001146,BANK01,EMP35482,2024-02-11,rail,772,0.041,31.7,client_meeting
TR001147,BANK01,EMP18322,2024-06-21,rail,431,0.041,17.7,audit
TR001148,BANK01,EMP02891,2024-10-22,air_short,1290,0.255,328.9,internal_meeting
TR001149,BANK01,EMP22715,2024-10-03,air_long,8965,0.15,1344.8,client_meeting
TR001150,BANK01,EMP03658,2024-10-12,car,71,0.171,12.1,client_meeting
TR001151,BANK01,EMP13784,2024-12-02,air_short,342,0.255,87.2,training
TR001152,BANK01,EMP22535,2024-12-23,air_long,6887,0.15,1033.0,training
TR001153,BANK01,EMP45061,2024-10-07,car,769,0.171,131.5,training
TR001154,BANK01,EMP45519,2024-11-30,air_long,1511,0.15,226.7,audit
TR001155,BANK01,EMP46119,2024-04-05,air_short,732,0.255,186.7,training
TR001156,BANK01,EMP02437,2024-01-03,rail,1090,0.041,44.7,internal_meeting
TR001157,BANK01,EMP42656,2024-08-17,car,452,0.171,77.3,internal_meeting
TR001158,BANK01,EMP40731,2024-07-03,air_short,851,0.255,217.0,conference
TR001159,BANK01,EMP31406,2024-09-05,rail,688,0.041,28.2,training
TR001160,BANK01,EMP34828,2024-04-18,air_long,8855,0.15,1328.2,training
TR001161,BANK01,EMP06193,2024-12-11,air_long,6441,0.15,966.1,client_meeting
TR001162,BANK01,EMP30160,2024-06-06,air_short,1155,0.255,294.5,client_meeting
TR001163,BANK01,EMP44431,2024-03-19,air_long,8785,0.15,1317.8,internal_meeting
TR001164,BANK01,EMP29930,2024-05-07,air_short,947,0.255,241.5,internal_meeting
TR001165,BANK01,EMP31469,2024-07-12,car,563,0.171,96.3,training
TR001166,BANK01,EMP09096,2024-06-18,car,405,0.171,69.3,audit
TR001167,BANK01,EMP47496,2024-08-06,air_long,4647,0.15,697.0,conference
TR001168,BANK01,EMP43113,2024-07-24,air_short,1325,0.255,337.9,training
TR001169,BANK01,EMP02947,2024-01-27,car,279,0.171,47.7,client_meeting
TR001170,BANK01,EMP17369,2024-06-23,air_short,1021,0.255,260.4,internal_meeting
TR001171,BANK01,EMP08929,2024-10-26,air_short,1210,0.255,308.6,training
TR001172,BANK01,EMP00397,2024-05-26,rail,689,0.041,28.2,client_meeting
TR001173,BANK01,EMP43671,2024-07-16,rail,172,0.041,7.1,internal_meeting
TR001174,BANK01,EMP21946,2024-11-28,rail,975,0.041,40.0,client_meeting
TR001175,BANK01,EMP07906,2024-04-11,car,713,0.171,121.9,audit
TR001176,BANK01,EMP36953,2024-05-23,rail,813,0.041,33.3,internal_meeting
TR001177,BANK01,EMP42447,2024-03-18,air_short,1374,0.255,350.4,training
TR001178,BANK01,EMP05710,2024-02-11,air_short,1242,0.255,316.7,audit
TR001179,BANK01,EMP45688,2024-08-23,air_short,521,0.255,132.9,training
TR001180,BANK01,EMP35751,2024-11-15,car,320,0.171,54.7,client_meeting
TR001181,BANK01,EMP06512,2024-05-12,car,499,0.171,85.3,internal_meeting
TR001182,BANK01,EMP16574,2024-11-05,rail,655,0.041,26.9,internal_meeting
TR001183,BANK01,EMP45695,2024-09-21,car,449,0.171,76.8,audit
TR001184,BANK01,EMP41410,2024-02-16,rail,266,0.041,10.9,audit
TR001185,BANK01,EMP20735,2024-09-25,rail,728,0.041,29.8,client_meeting
TR001186,BANK01,EMP20845,2024-03-24,air_long,2165,0.15,324.8,client_meeting
TR001187,BANK01,EMP01816,2024-06-13,car,705,0.171,120.6,internal_meeting
TR001188,BANK01,EMP20877,2024-12-22,rail,140,0.041,5.7,conference
TR001189,BANK01,EMP22021,2024-11-14,air_short,586,0.255,149.4,training
TR001190,BANK01,EMP37047,2024-02-18,air_long,4968,0.15,745.2,internal_meeting
TR001191,BANK01,EMP33976,2024-05-03,air_long,3360,0.15,504.0,conference
TR001192,BANK01,EMP45206,2024-05-03,car,761,0.171,130.1,training
TR001193,BANK01,EMP17149,2024-06-16,rail,450,0.041,18.4,audit
TR001194,BANK01,EMP33839,2024-01-29,rail,857,0.041,35.1,internal_meeting
TR001195,BANK01,EMP06661,2024-07-15,air_short,953,0.255,243.0,internal_meeting
TR001196,BANK01,EMP06730,2024-05-24,rail,525,0.041,21.5,audit
TR001197,BANK01,EMP45930,2024-01-29,air_short,1143,0.255,291.5,internal_meeting
TR001198,BANK01,EMP34385,2024-02-08,air_short,1251,0.255,319.0,client_meeting
TR001199,BANK01,EMP15232,2024-05-31,car,447,0.171,76.4,training
TR001200,BANK01,EMP11893,2024-11-28,air_short,873,0.255,222.6,conference
